"request_url","request_priority","request_id","start_year","end_year","year_range","requested_year_count","requested_years_csv","indicator","product_group","reporter_count","reporter_ids","reporter_names","wto_reporter_codes","missing_canonical_file_count","expected_canonical_patterns"
"https://ttd.wto.org/en/download/indicators?product_group=total&indicator=imports&years[0]=2026&years[1]=2025&years[2]=2024&years[3]=2023&years[4]=2022&years[5]=2021&years[6]=2020&years[7]=2019&years[8]=2018&years[9]=2017&years[10]=2016&years[11]=2015&years[12]=2014&years[13]=2013&years[14]=2012&years[15]=2011&years[16]=2010&years[17]=2009&years[18]=2008&years[19]=2007&years[20]=2006&years[21]=2005&years[22]=2004&years[23]=2003&years[24]=2002&years[25]=2001&years[26]=2000&years[27]=1999&years[28]=1998&years[29]=1997&years[30]=1996&reporters[0]=C242&reporters[1]=C583&reporters[2]=C266&reporters[3]=C826&reporters[4]=C268","11","TTD_IMPORTS_1996_2026_11","1996","2026","1996-2026","31","2026,2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996","Imports by partner ($US)","Total - all products","5","FJI,FSM,GAB,GBR,GEO","Fiji | Micronesia, Federated States of | Gabon | United Kingdom | Georgia","242,583,266,826,268","125","imports_FJI_<YEAR>.csv | imports_FSM_<YEAR>.csv | imports_GAB_<YEAR>.csv | imports_GBR_<YEAR>.csv | imports_GEO_<YEAR>.csv"
"https://ttd.wto.org/en/download/indicators?product_group=total&indicator=imports&years[0]=2026&years[1]=2025&years[2]=2024&years[3]=2023&years[4]=2022&years[5]=2021&years[6]=2020&years[7]=2019&years[8]=2018&years[9]=2017&years[10]=2016&years[11]=2015&years[12]=2014&years[13]=2013&years[14]=2012&years[15]=2011&years[16]=2010&years[17]=2009&years[18]=2008&years[19]=2007&years[20]=2006&years[21]=2005&years[22]=2004&years[23]=2003&years[24]=2002&years[25]=2001&years[26]=2000&years[27]=1999&years[28]=1998&years[29]=1997&years[30]=1996&reporters[0]=C288&reporters[1]=C324&reporters[2]=C270&reporters[3]=C624&reporters[4]=C226","12","TTD_IMPORTS_1996_2026_12","1996","2026","1996-2026","31","2026,2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996","Imports by partner ($US)","Total - all products","5","GHA,GIN,GMB,GNB,GNQ","Ghana | Guinea | Gambia | Guinea-Bissau | Equatorial Guinea","288,324,270,624,226","155","imports_GHA_<YEAR>.csv | imports_GIN_<YEAR>.csv | imports_GMB_<YEAR>.csv | imports_GNB_<YEAR>.csv | imports_GNQ_<YEAR>.csv"
"https://ttd.wto.org/en/download/indicators?product_group=total&indicator=imports&years[0]=2026&years[1]=2025&years[2]=2024&years[3]=2023&years[4]=2022&years[5]=2021&years[6]=2020&years[7]=2019&years[8]=2018&years[9]=2017&years[10]=2016&years[11]=2015&years[12]=2014&years[13]=2013&years[14]=2012&years[15]=2011&years[16]=2010&years[17]=2009&years[18]=2008&years[19]=2007&years[20]=2006&years[21]=2005&years[22]=2004&years[23]=2003&years[24]=2002&years[25]=2001&years[26]=2000&years[27]=1999&years[28]=1998&years[29]=1997&years[30]=1996&reporters[0]=C308&reporters[1]=C320&reporters[2]=C328&reporters[3]=C344&reporters[4]=C340","13","TTD_IMPORTS_1996_2026_13","1996","2026","1996-2026","31","2026,2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996","Imports by partner ($US)","Total - all products","5","GRD,GTM,GUY,HKG,HND","Grenada | Guatemala | Guyana | Hong Kong | Honduras","308,320,328,344,340","155","imports_GRD_<YEAR>.csv | imports_GTM_<YEAR>.csv | imports_GUY_<YEAR>.csv | imports_HKG_<YEAR>.csv | imports_HND_<YEAR>.csv"
"https://ttd.wto.org/en/download/indicators?product_group=total&indicator=imports&years[0]=2026&years[1]=2025&years[2]=2024&years[3]=2023&years[4]=2022&years[5]=2021&years[6]=2020&years[7]=2019&years[8]=2018&years[9]=2017&years[10]=2016&years[11]=2015&years[12]=2014&years[13]=2013&years[14]=2012&years[15]=2011&years[16]=2010&years[17]=2009&years[18]=2008&years[19]=2007&years[20]=2006&years[21]=2005&years[22]=2004&years[23]=2003&years[24]=2002&years[25]=2001&years[26]=2000&years[27]=1999&years[28]=1998&years[29]=1997&years[30]=1996&reporters[0]=C332&reporters[1]=C360&reporters[2]=C356&reporters[3]=C364&reporters[4]=C368","14","TTD_IMPORTS_1996_2026_14","1996","2026","1996-2026","31","2026,2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996","Imports by partner ($US)","Total - all products","5","HTI,IDN,IND,IRN,IRQ","Haiti | Indonesia | India | Iran, Islamic Republic of | Iraq","332,360,356,364,368","96","imports_HTI_<YEAR>.csv | imports_IDN_<YEAR>.csv | imports_IND_<YEAR>.csv | imports_IRN_<YEAR>.csv | imports_IRQ_<YEAR>.csv"
"https://ttd.wto.org/en/download/indicators?product_group=total&indicator=imports&years[0]=2026&years[1]=2025&years[2]=2024&years[3]=2023&years[4]=2022&years[5]=2021&years[6]=2020&years[7]=2019&years[8]=2018&years[9]=2017&years[10]=2016&years[11]=2015&years[12]=2014&years[13]=2013&years[14]=2012&years[15]=2011&years[16]=2010&years[17]=2009&years[18]=2008&years[19]=2007&years[20]=2006&years[21]=2005&years[22]=2004&years[23]=2003&years[24]=2002&years[25]=2001&years[26]=2000&years[27]=1999&years[28]=1998&years[29]=1997&years[30]=1996&reporters[0]=C352&reporters[1]=C376&reporters[2]=C388&reporters[3]=C400&reporters[4]=C392","15","TTD_IMPORTS_1996_2026_15","1996","2026","1996-2026","31","2026,2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996","Imports by partner ($US)","Total - all products","5","ISL,ISR,JAM,JOR,JPN","Iceland | Israel | Jamaica | Jordan | Japan","352,376,388,400,392","125","imports_ISL_<YEAR>.csv | imports_ISR_<YEAR>.csv | imports_JAM_<YEAR>.csv | imports_JOR_<YEAR>.csv | imports_JPN_<YEAR>.csv"
"https://ttd.wto.org/en/download/indicators?product_group=total&indicator=imports&years[0]=2026&years[1]=2025&years[2]=2024&years[3]=2023&years[4]=2022&years[5]=2021&years[6]=2020&years[7]=2019&years[8]=2018&years[9]=2017&years[10]=2016&years[11]=2015&years[12]=2014&years[13]=2013&years[14]=2012&years[15]=2011&years[16]=2010&years[17]=2009&years[18]=2008&years[19]=2007&years[20]=2006&years[21]=2005&years[22]=2004&years[23]=2003&years[24]=2002&years[25]=2001&years[26]=2000&years[27]=1999&years[28]=1998&years[29]=1997&years[30]=1996&reporters[0]=C398&reporters[1]=C404&reporters[2]=C417&reporters[3]=C116&reporters[4]=C659","16","TTD_IMPORTS_1996_2026_16","1996","2026","1996-2026","31","2026,2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996","Imports by partner ($US)","Total - all products","5","KAZ,KEN,KGZ,KHM,KNA","Kazakhstan | Kenya | Kyrgyzstan | Cambodia | Saint Kitts and Nevis","398,404,417,116,659","155","imports_KAZ_<YEAR>.csv | imports_KEN_<YEAR>.csv | imports_KGZ_<YEAR>.csv | imports_KHM_<YEAR>.csv | imports_KNA_<YEAR>.csv"
"https://ttd.wto.org/en/download/indicators?product_group=total&indicator=imports&years[0]=2026&years[1]=2025&years[2]=2024&years[3]=2023&years[4]=2022&years[5]=2021&years[6]=2020&years[7]=2019&years[8]=2018&years[9]=2017&years[10]=2016&years[11]=2015&years[12]=2014&years[13]=2013&years[14]=2012&years[15]=2011&years[16]=2010&years[17]=2009&years[18]=2008&years[19]=2007&years[20]=2006&years[21]=2005&years[22]=2004&years[23]=2003&years[24]=2002&years[25]=2001&years[26]=2000&years[27]=1999&years[28]=1998&years[29]=1997&years[30]=1996&reporters[0]=C410&reporters[1]=C414&reporters[2]=C418&reporters[3]=C422&reporters[4]=C430","17","TTD_IMPORTS_1996_2026_17","1996","2026","1996-2026","31","2026,2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996","Imports by partner ($US)","Total - all products","5","KOR,KWT,LAO,LBN,LBR","South Korea | Kuwait | Lao People's Democratic Republic | Lebanon | Liberia","410,414,418,422,430","126","imports_KOR_<YEAR>.csv | imports_KWT_<YEAR>.csv | imports_LAO_<YEAR>.csv | imports_LBN_<YEAR>.csv | imports_LBR_<YEAR>.csv"
"https://ttd.wto.org/en/download/indicators?product_group=total&indicator=imports&years[0]=2026&years[1]=2025&years[2]=2024&years[3]=2023&years[4]=2022&years[5]=2021&years[6]=2020&years[7]=2019&years[8]=2018&years[9]=2017&years[10]=2016&years[11]=2015&years[12]=2014&years[13]=2013&years[14]=2012&years[15]=2011&years[16]=2010&years[17]=2009&years[18]=2008&years[19]=2007&years[20]=2006&years[21]=2005&years[22]=2004&years[23]=2003&years[24]=2002&years[25]=2001&years[26]=2000&years[27]=1999&years[28]=1998&years[29]=1997&years[30]=1996&reporters[0]=C434&reporters[1]=C662&reporters[2]=C438&reporters[3]=C144&reporters[4]=C426","18","TTD_IMPORTS_1996_2026_18","1996","2026","1996-2026","31","2026,2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996","Imports by partner ($US)","Total - all products","5","LBY,LCA,LIE,LKA,LSO","Libya | Saint Lucia | Liechtenstein | Sri Lanka | Lesotho","434,662,438,144,426","155","imports_LBY_<YEAR>.csv | imports_LCA_<YEAR>.csv | imports_LIE_<YEAR>.csv | imports_LKA_<YEAR>.csv | imports_LSO_<YEAR>.csv"
"https://ttd.wto.org/en/download/indicators?product_group=total&indicator=imports&years[0]=2026&years[1]=2025&years[2]=2024&years[3]=2023&years[4]=2022&years[5]=2021&years[6]=2020&years[7]=2019&years[8]=2018&years[9]=2017&years[10]=2016&years[11]=2015&years[12]=2014&years[13]=2013&years[14]=2012&years[15]=2011&years[16]=2010&years[17]=2009&years[18]=2008&years[19]=2007&years[20]=2006&years[21]=2005&years[22]=2004&years[23]=2003&years[24]=2002&years[25]=2001&years[26]=2000&years[27]=1999&years[28]=1998&years[29]=1997&years[30]=1996&reporters[0]=C446&reporters[1]=C504&reporters[2]=C498&reporters[3]=C450&reporters[4]=C462","19","TTD_IMPORTS_1996_2026_19","1996","2026","1996-2026","31","2026,2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996","Imports by partner ($US)","Total - all products","5","MAC,MAR,MDA,MDG,MDV","Macao | Morocco | Moldova, Republic of | Madagascar | Maldives","446,504,498,450,462","155","imports_MAC_<YEAR>.csv | imports_MAR_<YEAR>.csv | imports_MDA_<YEAR>.csv | imports_MDG_<YEAR>.csv | imports_MDV_<YEAR>.csv"
"https://ttd.wto.org/en/download/indicators?product_group=total&indicator=imports&years[0]=2026&years[1]=2025&years[2]=2024&years[3]=2023&years[4]=2022&years[5]=2021&years[6]=2020&years[7]=2019&years[8]=2018&years[9]=2017&years[10]=2016&years[11]=2015&years[12]=2014&years[13]=2013&years[14]=2012&years[15]=2011&years[16]=2010&years[17]=2009&years[18]=2008&years[19]=2007&years[20]=2006&years[21]=2005&years[22]=2004&years[23]=2003&years[24]=2002&years[25]=2001&years[26]=2000&years[27]=1999&years[28]=1998&years[29]=1997&years[30]=1996&reporters[0]=C484&reporters[1]=C807&reporters[2]=C466&reporters[3]=C104&reporters[4]=C499","20","TTD_IMPORTS_1996_2026_20","1996","2026","1996-2026","31","2026,2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996","Imports by partner ($US)","Total - all products","5","MEX,MKD,MLI,MMR,MNE","Mexico | North Macedonia | Mali | Myanmar | Montenegro","484,807,466,104,499","125","imports_MEX_<YEAR>.csv | imports_MKD_<YEAR>.csv | imports_MLI_<YEAR>.csv | imports_MMR_<YEAR>.csv | imports_MNE_<YEAR>.csv"
"https://ttd.wto.org/en/download/indicators?product_group=total&indicator=imports&years[0]=2026&years[1]=2025&years[2]=2024&years[3]=2023&years[4]=2022&years[5]=2021&years[6]=2020&years[7]=2019&years[8]=2018&years[9]=2017&years[10]=2016&years[11]=2015&years[12]=2014&years[13]=2013&years[14]=2012&years[15]=2011&years[16]=2010&years[17]=2009&years[18]=2008&years[19]=2007&years[20]=2006&years[21]=2005&years[22]=2004&years[23]=2003&years[24]=2002&years[25]=2001&years[26]=2000&years[27]=1999&years[28]=1998&years[29]=1997&years[30]=1996&reporters[0]=C496&reporters[1]=C508&reporters[2]=C478&reporters[3]=C474&reporters[4]=C480","21","TTD_IMPORTS_1996_2026_21","1996","2026","1996-2026","31","2026,2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996","Imports by partner ($US)","Total - all products","5","MNG,MOZ,MRT,MTQ,MUS","Mongolia | Mozambique | Mauritania | Martinique | Mauritius","496,508,478,474,480","155","imports_MNG_<YEAR>.csv | imports_MOZ_<YEAR>.csv | imports_MRT_<YEAR>.csv | imports_MTQ_<YEAR>.csv | imports_MUS_<YEAR>.csv"
"https://ttd.wto.org/en/download/indicators?product_group=total&indicator=imports&years[0]=2026&years[1]=2025&years[2]=2024&years[3]=2023&years[4]=2022&years[5]=2021&years[6]=2020&years[7]=2019&years[8]=2018&years[9]=2017&years[10]=2016&years[11]=2015&years[12]=2014&years[13]=2013&years[14]=2012&years[15]=2011&years[16]=2010&years[17]=2009&years[18]=2008&years[19]=2007&years[20]=2006&years[21]=2005&years[22]=2004&years[23]=2003&years[24]=2002&years[25]=2001&years[26]=2000&years[27]=1999&years[28]=1998&years[29]=1997&years[30]=1996&reporters[0]=C454&reporters[1]=C458&reporters[2]=C516&reporters[3]=C562&reporters[4]=C566","22","TTD_IMPORTS_1996_2026_22","1996","2026","1996-2026","31","2026,2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996","Imports by partner ($US)","Total - all products","5","MWI,MYS,NAM,NER,NGA","Malawi | Malaysia | Namibia | Niger | Nigeria","454,458,516,562,566","155","imports_MWI_<YEAR>.csv | imports_MYS_<YEAR>.csv | imports_NAM_<YEAR>.csv | imports_NER_<YEAR>.csv | imports_NGA_<YEAR>.csv"
"https://ttd.wto.org/en/download/indicators?product_group=total&indicator=imports&years[0]=2026&years[1]=2025&years[2]=2024&years[3]=2023&years[4]=2022&years[5]=2021&years[6]=2020&years[7]=2019&years[8]=2018&years[9]=2017&years[10]=2016&years[11]=2015&years[12]=2014&years[13]=2013&years[14]=2012&years[15]=2011&years[16]=2010&years[17]=2009&years[18]=2008&years[19]=2007&years[20]=2006&years[21]=2005&years[22]=2004&years[23]=2003&years[24]=2002&years[25]=2001&years[26]=2000&years[27]=1999&years[28]=1998&years[29]=1997&years[30]=1996&reporters[0]=C558&reporters[1]=C578&reporters[2]=C524&reporters[3]=C554&reporters[4]=C512","23","TTD_IMPORTS_1996_2026_23","1996","2026","1996-2026","31","2026,2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996","Imports by partner ($US)","Total - all products","5","NIC,NOR,NPL,NZL,OMN","Nicaragua | Norway | Nepal | New Zealand | Oman","558,578,524,554,512","155","imports_NIC_<YEAR>.csv | imports_NOR_<YEAR>.csv | imports_NPL_<YEAR>.csv | imports_NZL_<YEAR>.csv | imports_OMN_<YEAR>.csv"
"https://ttd.wto.org/en/download/indicators?product_group=total&indicator=imports&years[0]=2026&years[1]=2025&years[2]=2024&years[3]=2023&years[4]=2022&years[5]=2021&years[6]=2020&years[7]=2019&years[8]=2018&years[9]=2017&years[10]=2016&years[11]=2015&years[12]=2014&years[13]=2013&years[14]=2012&years[15]=2011&years[16]=2010&years[17]=2009&years[18]=2008&years[19]=2007&years[20]=2006&years[21]=2005&years[22]=2004&years[23]=2003&years[24]=2002&years[25]=2001&years[26]=2000&years[27]=1999&years[28]=1998&years[29]=1997&years[30]=1996&reporters[0]=C586&reporters[1]=C591&reporters[2]=C604&reporters[3]=C608&reporters[4]=C598","24","TTD_IMPORTS_1996_2026_24","1996","2026","1996-2026","31","2026,2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996","Imports by partner ($US)","Total - all products","5","PAK,PAN,PER,PHL,PNG","Pakistan | Panama | Peru | Philippines | Papua New Guinea","586,591,604,608,598","155","imports_PAK_<YEAR>.csv | imports_PAN_<YEAR>.csv | imports_PER_<YEAR>.csv | imports_PHL_<YEAR>.csv | imports_PNG_<YEAR>.csv"
"https://ttd.wto.org/en/download/indicators?product_group=total&indicator=imports&years[0]=2026&years[1]=2025&years[2]=2024&years[3]=2023&years[4]=2022&years[5]=2021&years[6]=2020&years[7]=2019&years[8]=2018&years[9]=2017&years[10]=2016&years[11]=2015&years[12]=2014&years[13]=2013&years[14]=2012&years[15]=2011&years[16]=2010&years[17]=2009&years[18]=2008&years[19]=2007&years[20]=2006&years[21]=2005&years[22]=2004&years[23]=2003&years[24]=2002&years[25]=2001&years[26]=2000&years[27]=1999&years[28]=1998&years[29]=1997&years[30]=1996&reporters[0]=C408&reporters[1]=C600&reporters[2]=C634&reporters[3]=C643&reporters[4]=C646","25","TTD_IMPORTS_1996_2026_25","1996","2026","1996-2026","31","2026,2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996","Imports by partner ($US)","Total - all products","5","PRK,PRY,QAT,RUS,RWA","Korea, Democratic People's Republic of | Paraguay | Qatar | Russia | Rwanda","408,600,634,643,646","129","imports_PRK_<YEAR>.csv | imports_PRY_<YEAR>.csv | imports_QAT_<YEAR>.csv | imports_RUS_<YEAR>.csv | imports_RWA_<YEAR>.csv"
"https://ttd.wto.org/en/download/indicators?product_group=total&indicator=imports&years[0]=2026&years[1]=2025&years[2]=2024&years[3]=2023&years[4]=2022&years[5]=2021&years[6]=2020&years[7]=2019&years[8]=2018&years[9]=2017&years[10]=2016&years[11]=2015&years[12]=2014&years[13]=2013&years[14]=2012&years[15]=2011&years[16]=2010&years[17]=2009&years[18]=2008&years[19]=2007&years[20]=2006&years[21]=2005&years[22]=2004&years[23]=2003&years[24]=2002&years[25]=2001&years[26]=2000&years[27]=1999&years[28]=1998&years[29]=1997&years[30]=1996&reporters[0]=C682&reporters[1]=C729&reporters[2]=C686&reporters[3]=C702&reporters[4]=C090","26","TTD_IMPORTS_1996_2026_26","1996","2026","1996-2026","31","2026,2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996","Imports by partner ($US)","Total - all products","5","SAU,SDN,SEN,SGP,SLB","Saudi Arabia | Sudan | Senegal | Singapore | Solomon Islands","682,729,686,702,090","127","imports_SAU_<YEAR>.csv | imports_SDN_<YEAR>.csv | imports_SEN_<YEAR>.csv | imports_SGP_<YEAR>.csv | imports_SLB_<YEAR>.csv"
"https://ttd.wto.org/en/download/indicators?product_group=total&indicator=imports&years[0]=2026&years[1]=2025&years[2]=2024&years[3]=2023&years[4]=2022&years[5]=2021&years[6]=2020&years[7]=2019&years[8]=2018&years[9]=2017&years[10]=2016&years[11]=2015&years[12]=2014&years[13]=2013&years[14]=2012&years[15]=2011&years[16]=2010&years[17]=2009&years[18]=2008&years[19]=2007&years[20]=2006&years[21]=2005&years[22]=2004&years[23]=2003&years[24]=2002&years[25]=2001&years[26]=2000&years[27]=1999&years[28]=1998&years[29]=1997&years[30]=1996&reporters[0]=C694&reporters[1]=C222&reporters[2]=C706&reporters[3]=C688&reporters[4]=C728","27","TTD_IMPORTS_1996_2026_27","1996","2026","1996-2026","31","2026,2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996","Imports by partner ($US)","Total - all products","5","SLE,SLV,SOM,SRB,SSD","Sierra Leone | El Salvador | Somalia | Serbia | South Sudan","694,222,706,688,728","155","imports_SLE_<YEAR>.csv | imports_SLV_<YEAR>.csv | imports_SOM_<YEAR>.csv | imports_SRB_<YEAR>.csv | imports_SSD_<YEAR>.csv"
