year,batch_id,reporter_id,reporter_iso3,reporter_name,canonical_name,wto_reporter_code,expected_batch_filename,source_family,acquisition_status,notes
2018,FRA_2018,FRA,FRA,France,France,250,imports_FRA_2018.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2018,GBR_2018,GBR,GBR,United Kingdom,United Kingdom,826,imports_GBR_2018.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2018,IDN_2018,IDN,IDN,Indonesia,Indonesia,360,imports_IDN_2018.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2018,IND_2018,IND,IND,India,India,356,imports_IND_2018.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2018,ITA_2018,ITA,ITA,Italy,Italy,380,imports_ITA_2018.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2018,JPN_2018,JPN,JPN,Japan,Japan,392,imports_JPN_2018.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2018,KOR_2018,KOR,KOR,South Korea,South Korea,410,imports_KOR_2018.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2018,MEX_2018,MEX,MEX,Mexico,Mexico,484,imports_MEX_2018.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2018,RUS_2018,RUS,RUS,Russia,Russia,643,imports_RUS_2018.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2018,SAU_2018,SAU,SAU,Saudi Arabia,Saudi Arabia,682,imports_SAU_2018.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2018,TUR_2018,TUR,TUR,Turkey,Turkey,792,imports_TUR_2018.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2018,USA_2018,USA,USA,United States,United States,840,imports_USA_2018.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2018,ZAF_2018,ZAF,ZAF,South Africa,South Africa,710,imports_ZAF_2018.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2017,ARG_2017,ARG,ARG,Argentina,Argentina,032,imports_ARG_2017.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2017,AUS_2017,AUS,AUS,Australia,Australia,036,imports_AUS_2017.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2017,BRA_2017,BRA,BRA,Brazil,Brazil,076,imports_BRA_2017.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2017,CAN_2017,CAN,CAN,Canada,Canada,124,imports_CAN_2017.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2017,CHN_2017,CHN,CHN,China,China,156,imports_CHN_2017.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2017,DEU_2017,DEU,DEU,Germany,Germany,276,imports_DEU_2017.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2017,FRA_2017,FRA,FRA,France,France,250,imports_FRA_2017.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2017,GBR_2017,GBR,GBR,United Kingdom,United Kingdom,826,imports_GBR_2017.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2017,IDN_2017,IDN,IDN,Indonesia,Indonesia,360,imports_IDN_2017.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2017,IND_2017,IND,IND,India,India,356,imports_IND_2017.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2017,ITA_2017,ITA,ITA,Italy,Italy,380,imports_ITA_2017.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2017,JPN_2017,JPN,JPN,Japan,Japan,392,imports_JPN_2017.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2017,KOR_2017,KOR,KOR,South Korea,South Korea,410,imports_KOR_2017.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2017,MEX_2017,MEX,MEX,Mexico,Mexico,484,imports_MEX_2017.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2017,RUS_2017,RUS,RUS,Russia,Russia,643,imports_RUS_2017.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2017,SAU_2017,SAU,SAU,Saudi Arabia,Saudi Arabia,682,imports_SAU_2017.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2017,TUR_2017,TUR,TUR,Turkey,Turkey,792,imports_TUR_2017.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2017,USA_2017,USA,USA,United States,United States,840,imports_USA_2017.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2017,ZAF_2017,ZAF,ZAF,South Africa,South Africa,710,imports_ZAF_2017.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2016,ARG_2016,ARG,ARG,Argentina,Argentina,032,imports_ARG_2016.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2016,AUS_2016,AUS,AUS,Australia,Australia,036,imports_AUS_2016.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2016,BRA_2016,BRA,BRA,Brazil,Brazil,076,imports_BRA_2016.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2016,CAN_2016,CAN,CAN,Canada,Canada,124,imports_CAN_2016.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2016,CHN_2016,CHN,CHN,China,China,156,imports_CHN_2016.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2016,DEU_2016,DEU,DEU,Germany,Germany,276,imports_DEU_2016.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2016,FRA_2016,FRA,FRA,France,France,250,imports_FRA_2016.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2016,GBR_2016,GBR,GBR,United Kingdom,United Kingdom,826,imports_GBR_2016.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2016,IDN_2016,IDN,IDN,Indonesia,Indonesia,360,imports_IDN_2016.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2016,IND_2016,IND,IND,India,India,356,imports_IND_2016.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2016,ITA_2016,ITA,ITA,Italy,Italy,380,imports_ITA_2016.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2016,JPN_2016,JPN,JPN,Japan,Japan,392,imports_JPN_2016.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2016,KOR_2016,KOR,KOR,South Korea,South Korea,410,imports_KOR_2016.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2016,MEX_2016,MEX,MEX,Mexico,Mexico,484,imports_MEX_2016.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2016,RUS_2016,RUS,RUS,Russia,Russia,643,imports_RUS_2016.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2016,SAU_2016,SAU,SAU,Saudi Arabia,Saudi Arabia,682,imports_SAU_2016.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2016,TUR_2016,TUR,TUR,Turkey,Turkey,792,imports_TUR_2016.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2016,USA_2016,USA,USA,United States,United States,840,imports_USA_2016.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2016,ZAF_2016,ZAF,ZAF,South Africa,South Africa,710,imports_ZAF_2016.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2015,ARG_2015,ARG,ARG,Argentina,Argentina,032,imports_ARG_2015.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2015,AUS_2015,AUS,AUS,Australia,Australia,036,imports_AUS_2015.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2015,BRA_2015,BRA,BRA,Brazil,Brazil,076,imports_BRA_2015.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2015,CAN_2015,CAN,CAN,Canada,Canada,124,imports_CAN_2015.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2015,CHN_2015,CHN,CHN,China,China,156,imports_CHN_2015.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2015,DEU_2015,DEU,DEU,Germany,Germany,276,imports_DEU_2015.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2015,FRA_2015,FRA,FRA,France,France,250,imports_FRA_2015.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2015,GBR_2015,GBR,GBR,United Kingdom,United Kingdom,826,imports_GBR_2015.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2015,IDN_2015,IDN,IDN,Indonesia,Indonesia,360,imports_IDN_2015.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2015,IND_2015,IND,IND,India,India,356,imports_IND_2015.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2015,ITA_2015,ITA,ITA,Italy,Italy,380,imports_ITA_2015.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2015,JPN_2015,JPN,JPN,Japan,Japan,392,imports_JPN_2015.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2015,KOR_2015,KOR,KOR,South Korea,South Korea,410,imports_KOR_2015.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2015,MEX_2015,MEX,MEX,Mexico,Mexico,484,imports_MEX_2015.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2015,RUS_2015,RUS,RUS,Russia,Russia,643,imports_RUS_2015.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2015,SAU_2015,SAU,SAU,Saudi Arabia,Saudi Arabia,682,imports_SAU_2015.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2015,TUR_2015,TUR,TUR,Turkey,Turkey,792,imports_TUR_2015.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2015,USA_2015,USA,USA,United States,United States,840,imports_USA_2015.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2015,ZAF_2015,ZAF,ZAF,South Africa,South Africa,710,imports_ZAF_2015.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2014,ARG_2014,ARG,ARG,Argentina,Argentina,032,imports_ARG_2014.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2014,AUS_2014,AUS,AUS,Australia,Australia,036,imports_AUS_2014.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2014,BRA_2014,BRA,BRA,Brazil,Brazil,076,imports_BRA_2014.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2014,CAN_2014,CAN,CAN,Canada,Canada,124,imports_CAN_2014.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2014,CHN_2014,CHN,CHN,China,China,156,imports_CHN_2014.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2014,DEU_2014,DEU,DEU,Germany,Germany,276,imports_DEU_2014.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2014,FRA_2014,FRA,FRA,France,France,250,imports_FRA_2014.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2014,GBR_2014,GBR,GBR,United Kingdom,United Kingdom,826,imports_GBR_2014.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2014,IDN_2014,IDN,IDN,Indonesia,Indonesia,360,imports_IDN_2014.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2014,IND_2014,IND,IND,India,India,356,imports_IND_2014.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2014,ITA_2014,ITA,ITA,Italy,Italy,380,imports_ITA_2014.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2014,JPN_2014,JPN,JPN,Japan,Japan,392,imports_JPN_2014.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2014,KOR_2014,KOR,KOR,South Korea,South Korea,410,imports_KOR_2014.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2014,MEX_2014,MEX,MEX,Mexico,Mexico,484,imports_MEX_2014.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2014,RUS_2014,RUS,RUS,Russia,Russia,643,imports_RUS_2014.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2014,SAU_2014,SAU,SAU,Saudi Arabia,Saudi Arabia,682,imports_SAU_2014.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2014,TUR_2014,TUR,TUR,Turkey,Turkey,792,imports_TUR_2014.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2014,USA_2014,USA,USA,United States,United States,840,imports_USA_2014.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2014,ZAF_2014,ZAF,ZAF,South Africa,South Africa,710,imports_ZAF_2014.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2013,ARG_2013,ARG,ARG,Argentina,Argentina,032,imports_ARG_2013.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2013,AUS_2013,AUS,AUS,Australia,Australia,036,imports_AUS_2013.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2013,BRA_2013,BRA,BRA,Brazil,Brazil,076,imports_BRA_2013.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2013,CAN_2013,CAN,CAN,Canada,Canada,124,imports_CAN_2013.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2013,CHN_2013,CHN,CHN,China,China,156,imports_CHN_2013.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2013,DEU_2013,DEU,DEU,Germany,Germany,276,imports_DEU_2013.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2013,FRA_2013,FRA,FRA,France,France,250,imports_FRA_2013.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2013,GBR_2013,GBR,GBR,United Kingdom,United Kingdom,826,imports_GBR_2013.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2013,IDN_2013,IDN,IDN,Indonesia,Indonesia,360,imports_IDN_2013.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2013,IND_2013,IND,IND,India,India,356,imports_IND_2013.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2013,ITA_2013,ITA,ITA,Italy,Italy,380,imports_ITA_2013.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2013,JPN_2013,JPN,JPN,Japan,Japan,392,imports_JPN_2013.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2013,KOR_2013,KOR,KOR,South Korea,South Korea,410,imports_KOR_2013.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2013,MEX_2013,MEX,MEX,Mexico,Mexico,484,imports_MEX_2013.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2013,RUS_2013,RUS,RUS,Russia,Russia,643,imports_RUS_2013.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2013,SAU_2013,SAU,SAU,Saudi Arabia,Saudi Arabia,682,imports_SAU_2013.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2013,TUR_2013,TUR,TUR,Turkey,Turkey,792,imports_TUR_2013.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2013,USA_2013,USA,USA,United States,United States,840,imports_USA_2013.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2013,ZAF_2013,ZAF,ZAF,South Africa,South Africa,710,imports_ZAF_2013.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2012,ARG_2012,ARG,ARG,Argentina,Argentina,032,imports_ARG_2012.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2012,AUS_2012,AUS,AUS,Australia,Australia,036,imports_AUS_2012.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2012,BRA_2012,BRA,BRA,Brazil,Brazil,076,imports_BRA_2012.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2012,CAN_2012,CAN,CAN,Canada,Canada,124,imports_CAN_2012.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2012,CHN_2012,CHN,CHN,China,China,156,imports_CHN_2012.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2012,DEU_2012,DEU,DEU,Germany,Germany,276,imports_DEU_2012.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2012,FRA_2012,FRA,FRA,France,France,250,imports_FRA_2012.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2012,GBR_2012,GBR,GBR,United Kingdom,United Kingdom,826,imports_GBR_2012.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2012,IDN_2012,IDN,IDN,Indonesia,Indonesia,360,imports_IDN_2012.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2012,IND_2012,IND,IND,India,India,356,imports_IND_2012.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2012,ITA_2012,ITA,ITA,Italy,Italy,380,imports_ITA_2012.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2012,JPN_2012,JPN,JPN,Japan,Japan,392,imports_JPN_2012.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2012,KOR_2012,KOR,KOR,South Korea,South Korea,410,imports_KOR_2012.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2012,MEX_2012,MEX,MEX,Mexico,Mexico,484,imports_MEX_2012.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2012,RUS_2012,RUS,RUS,Russia,Russia,643,imports_RUS_2012.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2012,SAU_2012,SAU,SAU,Saudi Arabia,Saudi Arabia,682,imports_SAU_2012.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2012,TUR_2012,TUR,TUR,Turkey,Turkey,792,imports_TUR_2012.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2012,USA_2012,USA,USA,United States,United States,840,imports_USA_2012.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2012,ZAF_2012,ZAF,ZAF,South Africa,South Africa,710,imports_ZAF_2012.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2011,ARG_2011,ARG,ARG,Argentina,Argentina,032,imports_ARG_2011.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2011,AUS_2011,AUS,AUS,Australia,Australia,036,imports_AUS_2011.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2011,BRA_2011,BRA,BRA,Brazil,Brazil,076,imports_BRA_2011.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2011,CAN_2011,CAN,CAN,Canada,Canada,124,imports_CAN_2011.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2011,CHN_2011,CHN,CHN,China,China,156,imports_CHN_2011.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2011,DEU_2011,DEU,DEU,Germany,Germany,276,imports_DEU_2011.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2011,FRA_2011,FRA,FRA,France,France,250,imports_FRA_2011.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2011,GBR_2011,GBR,GBR,United Kingdom,United Kingdom,826,imports_GBR_2011.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2011,IDN_2011,IDN,IDN,Indonesia,Indonesia,360,imports_IDN_2011.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2011,IND_2011,IND,IND,India,India,356,imports_IND_2011.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2011,ITA_2011,ITA,ITA,Italy,Italy,380,imports_ITA_2011.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2011,JPN_2011,JPN,JPN,Japan,Japan,392,imports_JPN_2011.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2011,KOR_2011,KOR,KOR,South Korea,South Korea,410,imports_KOR_2011.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2011,MEX_2011,MEX,MEX,Mexico,Mexico,484,imports_MEX_2011.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2011,RUS_2011,RUS,RUS,Russia,Russia,643,imports_RUS_2011.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2011,SAU_2011,SAU,SAU,Saudi Arabia,Saudi Arabia,682,imports_SAU_2011.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2011,TUR_2011,TUR,TUR,Turkey,Turkey,792,imports_TUR_2011.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2011,USA_2011,USA,USA,United States,United States,840,imports_USA_2011.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2011,ZAF_2011,ZAF,ZAF,South Africa,South Africa,710,imports_ZAF_2011.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2010,ARG_2010,ARG,ARG,Argentina,Argentina,032,imports_ARG_2010.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2010,AUS_2010,AUS,AUS,Australia,Australia,036,imports_AUS_2010.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2010,BRA_2010,BRA,BRA,Brazil,Brazil,076,imports_BRA_2010.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2010,CAN_2010,CAN,CAN,Canada,Canada,124,imports_CAN_2010.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2010,CHN_2010,CHN,CHN,China,China,156,imports_CHN_2010.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2010,DEU_2010,DEU,DEU,Germany,Germany,276,imports_DEU_2010.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2010,FRA_2010,FRA,FRA,France,France,250,imports_FRA_2010.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2010,GBR_2010,GBR,GBR,United Kingdom,United Kingdom,826,imports_GBR_2010.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2010,IDN_2010,IDN,IDN,Indonesia,Indonesia,360,imports_IDN_2010.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2010,IND_2010,IND,IND,India,India,356,imports_IND_2010.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2010,ITA_2010,ITA,ITA,Italy,Italy,380,imports_ITA_2010.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
2010,JPN_2010,JPN,JPN,Japan,Japan,392,imports_JPN_2010.csv,wto_ttd_bilateral_imports,pending,Acquire one reporter-batch bilateral imports CSV for this reporter/year
