pair_id,pair_label,pair_scope,reporter_id,reporter_iso3,reporter_name,reporter_type,partner_id,partner_iso3,partner_name,partner_type,score_status
AFG__AGO,Afghanistan imports from Angola,goods,AFG,AFG,Afghanistan,country,AGO,AGO,Angola,country,unbuilt
AFG__ALB,Afghanistan imports from Albania,goods,AFG,AFG,Afghanistan,country,ALB,ALB,Albania,country,unbuilt
AFG__AND,Afghanistan imports from Andorra,goods,AFG,AFG,Afghanistan,country,AND,AND,Andorra,country,unbuilt
AFG__ARE,Afghanistan imports from United Arab Emirates,goods,AFG,AFG,Afghanistan,country,ARE,ARE,United Arab Emirates,country,unbuilt
AFG__ARG,Afghanistan imports from Argentina,goods,AFG,AFG,Afghanistan,country,ARG,ARG,Argentina,country,unbuilt
AFG__ARM,Afghanistan imports from Armenia,goods,AFG,AFG,Afghanistan,country,ARM,ARM,Armenia,country,unbuilt
AFG__ATG,Afghanistan imports from Antigua and Barbuda,goods,AFG,AFG,Afghanistan,country,ATG,ATG,Antigua and Barbuda,country,unbuilt
AFG__AUS,Afghanistan imports from Australia,goods,AFG,AFG,Afghanistan,country,AUS,AUS,Australia,country,unbuilt
AFG__AZE,Afghanistan imports from Azerbaijan,goods,AFG,AFG,Afghanistan,country,AZE,AZE,Azerbaijan,country,unbuilt
AFG__BDI,Afghanistan imports from Burundi,goods,AFG,AFG,Afghanistan,country,BDI,BDI,Burundi,country,unbuilt
AFG__BEN,Afghanistan imports from Benin,goods,AFG,AFG,Afghanistan,country,BEN,BEN,Benin,country,unbuilt
AFG__BFA,Afghanistan imports from Burkina Faso,goods,AFG,AFG,Afghanistan,country,BFA,BFA,Burkina Faso,country,unbuilt
AFG__BGD,Afghanistan imports from Bangladesh,goods,AFG,AFG,Afghanistan,country,BGD,BGD,Bangladesh,country,unbuilt
AFG__BHR,Afghanistan imports from Bahrain,goods,AFG,AFG,Afghanistan,country,BHR,BHR,Bahrain,country,unbuilt
AFG__BHS,Afghanistan imports from Bahamas,goods,AFG,AFG,Afghanistan,country,BHS,BHS,Bahamas,country,unbuilt
AFG__BIH,Afghanistan imports from Bosnia and Herzegovina,goods,AFG,AFG,Afghanistan,country,BIH,BIH,Bosnia and Herzegovina,country,unbuilt
AFG__BLR,Afghanistan imports from Belarus,goods,AFG,AFG,Afghanistan,country,BLR,BLR,Belarus,country,unbuilt
AFG__BLZ,Afghanistan imports from Belize,goods,AFG,AFG,Afghanistan,country,BLZ,BLZ,Belize,country,unbuilt
AFG__BMU,Afghanistan imports from Bermuda,goods,AFG,AFG,Afghanistan,country,BMU,BMU,Bermuda,country,unbuilt
AFG__BOL,"Afghanistan imports from Bolivia, Plurinational State of",goods,AFG,AFG,Afghanistan,country,BOL,BOL,"Bolivia, Plurinational State of",country,unbuilt
AFG__BRA,Afghanistan imports from Brazil,goods,AFG,AFG,Afghanistan,country,BRA,BRA,Brazil,country,unbuilt
AFG__BRB,Afghanistan imports from Barbados,goods,AFG,AFG,Afghanistan,country,BRB,BRB,Barbados,country,unbuilt
AFG__BRN,Afghanistan imports from Brunei Darussalam,goods,AFG,AFG,Afghanistan,country,BRN,BRN,Brunei Darussalam,country,unbuilt
AFG__BTN,Afghanistan imports from Bhutan,goods,AFG,AFG,Afghanistan,country,BTN,BTN,Bhutan,country,unbuilt
AFG__BWA,Afghanistan imports from Botswana,goods,AFG,AFG,Afghanistan,country,BWA,BWA,Botswana,country,unbuilt
AFG__CAF,Afghanistan imports from Central African Republic,goods,AFG,AFG,Afghanistan,country,CAF,CAF,Central African Republic,country,unbuilt
AFG__CAN,Afghanistan imports from Canada,goods,AFG,AFG,Afghanistan,country,CAN,CAN,Canada,country,unbuilt
AFG__CHE,Afghanistan imports from Switzerland,goods,AFG,AFG,Afghanistan,country,CHE,CHE,Switzerland,country,unbuilt
AFG__CHL,Afghanistan imports from Chile,goods,AFG,AFG,Afghanistan,country,CHL,CHL,Chile,country,unbuilt
AFG__CHN,Afghanistan imports from China,goods,AFG,AFG,Afghanistan,country,CHN,CHN,China,country,unbuilt
AFG__CIV,Afghanistan imports from Côte d'Ivoire,goods,AFG,AFG,Afghanistan,country,CIV,CIV,Côte d'Ivoire,country,unbuilt
AFG__CMR,Afghanistan imports from Cameroon,goods,AFG,AFG,Afghanistan,country,CMR,CMR,Cameroon,country,unbuilt
AFG__COD,"Afghanistan imports from Congo, The Democratic Republic of the",goods,AFG,AFG,Afghanistan,country,COD,COD,"Congo, The Democratic Republic of the",country,unbuilt
AFG__COG,Afghanistan imports from Congo,goods,AFG,AFG,Afghanistan,country,COG,COG,Congo,country,unbuilt
AFG__COL,Afghanistan imports from Colombia,goods,AFG,AFG,Afghanistan,country,COL,COL,Colombia,country,unbuilt
AFG__COM,Afghanistan imports from Comoros,goods,AFG,AFG,Afghanistan,country,COM,COM,Comoros,country,unbuilt
AFG__CPV,Afghanistan imports from Cabo Verde,goods,AFG,AFG,Afghanistan,country,CPV,CPV,Cabo Verde,country,unbuilt
AFG__CRI,Afghanistan imports from Costa Rica,goods,AFG,AFG,Afghanistan,country,CRI,CRI,Costa Rica,country,unbuilt
AFG__CUB,Afghanistan imports from Cuba,goods,AFG,AFG,Afghanistan,country,CUB,CUB,Cuba,country,unbuilt
AFG__CUW,Afghanistan imports from Curaçao,goods,AFG,AFG,Afghanistan,country,CUW,CUW,Curaçao,country,unbuilt
AFG__DJI,Afghanistan imports from Djibouti,goods,AFG,AFG,Afghanistan,country,DJI,DJI,Djibouti,country,unbuilt
AFG__DMA,Afghanistan imports from Dominica,goods,AFG,AFG,Afghanistan,country,DMA,DMA,Dominica,country,unbuilt
AFG__DOM,Afghanistan imports from Dominican Republic,goods,AFG,AFG,Afghanistan,country,DOM,DOM,Dominican Republic,country,unbuilt
AFG__DZA,Afghanistan imports from Algeria,goods,AFG,AFG,Afghanistan,country,DZA,DZA,Algeria,country,unbuilt
AFG__ECU,Afghanistan imports from Ecuador,goods,AFG,AFG,Afghanistan,country,ECU,ECU,Ecuador,country,unbuilt
AFG__EGY,Afghanistan imports from Egypt,goods,AFG,AFG,Afghanistan,country,EGY,EGY,Egypt,country,unbuilt
AFG__ERI,Afghanistan imports from Eritrea,goods,AFG,AFG,Afghanistan,country,ERI,ERI,Eritrea,country,unbuilt
AFG__ETH,Afghanistan imports from Ethiopia,goods,AFG,AFG,Afghanistan,country,ETH,ETH,Ethiopia,country,unbuilt
AFG__EU,Afghanistan imports from European Union,goods,AFG,AFG,Afghanistan,country,EU,EUU,European Union,customs_union,unbuilt
AFG__FJI,Afghanistan imports from Fiji,goods,AFG,AFG,Afghanistan,country,FJI,FJI,Fiji,country,unbuilt
AFG__FSM,"Afghanistan imports from Micronesia, Federated States of",goods,AFG,AFG,Afghanistan,country,FSM,FSM,"Micronesia, Federated States of",country,unbuilt
AFG__GAB,Afghanistan imports from Gabon,goods,AFG,AFG,Afghanistan,country,GAB,GAB,Gabon,country,unbuilt
AFG__GBR,Afghanistan imports from United Kingdom,goods,AFG,AFG,Afghanistan,country,GBR,GBR,United Kingdom,country,unbuilt
AFG__GEO,Afghanistan imports from Georgia,goods,AFG,AFG,Afghanistan,country,GEO,GEO,Georgia,country,unbuilt
AFG__GHA,Afghanistan imports from Ghana,goods,AFG,AFG,Afghanistan,country,GHA,GHA,Ghana,country,unbuilt
AFG__GIN,Afghanistan imports from Guinea,goods,AFG,AFG,Afghanistan,country,GIN,GIN,Guinea,country,unbuilt
AFG__GMB,Afghanistan imports from Gambia,goods,AFG,AFG,Afghanistan,country,GMB,GMB,Gambia,country,unbuilt
AFG__GNB,Afghanistan imports from Guinea-Bissau,goods,AFG,AFG,Afghanistan,country,GNB,GNB,Guinea-Bissau,country,unbuilt
AFG__GNQ,Afghanistan imports from Equatorial Guinea,goods,AFG,AFG,Afghanistan,country,GNQ,GNQ,Equatorial Guinea,country,unbuilt
AFG__GRD,Afghanistan imports from Grenada,goods,AFG,AFG,Afghanistan,country,GRD,GRD,Grenada,country,unbuilt
AFG__GTM,Afghanistan imports from Guatemala,goods,AFG,AFG,Afghanistan,country,GTM,GTM,Guatemala,country,unbuilt
AFG__GUY,Afghanistan imports from Guyana,goods,AFG,AFG,Afghanistan,country,GUY,GUY,Guyana,country,unbuilt
AFG__HKG,Afghanistan imports from Hong Kong,goods,AFG,AFG,Afghanistan,country,HKG,HKG,Hong Kong,country,unbuilt
AFG__HND,Afghanistan imports from Honduras,goods,AFG,AFG,Afghanistan,country,HND,HND,Honduras,country,unbuilt
AFG__HTI,Afghanistan imports from Haiti,goods,AFG,AFG,Afghanistan,country,HTI,HTI,Haiti,country,unbuilt
AFG__IDN,Afghanistan imports from Indonesia,goods,AFG,AFG,Afghanistan,country,IDN,IDN,Indonesia,country,unbuilt
AFG__IND,Afghanistan imports from India,goods,AFG,AFG,Afghanistan,country,IND,IND,India,country,unbuilt
AFG__IRN,"Afghanistan imports from Iran, Islamic Republic of",goods,AFG,AFG,Afghanistan,country,IRN,IRN,"Iran, Islamic Republic of",country,unbuilt
AFG__IRQ,Afghanistan imports from Iraq,goods,AFG,AFG,Afghanistan,country,IRQ,IRQ,Iraq,country,unbuilt
AFG__ISL,Afghanistan imports from Iceland,goods,AFG,AFG,Afghanistan,country,ISL,ISL,Iceland,country,unbuilt
AFG__ISR,Afghanistan imports from Israel,goods,AFG,AFG,Afghanistan,country,ISR,ISR,Israel,country,unbuilt
AFG__JAM,Afghanistan imports from Jamaica,goods,AFG,AFG,Afghanistan,country,JAM,JAM,Jamaica,country,unbuilt
AFG__JOR,Afghanistan imports from Jordan,goods,AFG,AFG,Afghanistan,country,JOR,JOR,Jordan,country,unbuilt
AFG__JPN,Afghanistan imports from Japan,goods,AFG,AFG,Afghanistan,country,JPN,JPN,Japan,country,unbuilt
AFG__KAZ,Afghanistan imports from Kazakhstan,goods,AFG,AFG,Afghanistan,country,KAZ,KAZ,Kazakhstan,country,unbuilt
AFG__KEN,Afghanistan imports from Kenya,goods,AFG,AFG,Afghanistan,country,KEN,KEN,Kenya,country,unbuilt
AFG__KGZ,Afghanistan imports from Kyrgyzstan,goods,AFG,AFG,Afghanistan,country,KGZ,KGZ,Kyrgyzstan,country,unbuilt
AFG__KHM,Afghanistan imports from Cambodia,goods,AFG,AFG,Afghanistan,country,KHM,KHM,Cambodia,country,unbuilt
AFG__KNA,Afghanistan imports from Saint Kitts and Nevis,goods,AFG,AFG,Afghanistan,country,KNA,KNA,Saint Kitts and Nevis,country,unbuilt
AFG__KOR,Afghanistan imports from South Korea,goods,AFG,AFG,Afghanistan,country,KOR,KOR,South Korea,country,unbuilt
AFG__KWT,Afghanistan imports from Kuwait,goods,AFG,AFG,Afghanistan,country,KWT,KWT,Kuwait,country,unbuilt
AFG__LAO,Afghanistan imports from Lao People's Democratic Republic,goods,AFG,AFG,Afghanistan,country,LAO,LAO,Lao People's Democratic Republic,country,unbuilt
AFG__LBN,Afghanistan imports from Lebanon,goods,AFG,AFG,Afghanistan,country,LBN,LBN,Lebanon,country,unbuilt
AFG__LBR,Afghanistan imports from Liberia,goods,AFG,AFG,Afghanistan,country,LBR,LBR,Liberia,country,unbuilt
AFG__LBY,Afghanistan imports from Libya,goods,AFG,AFG,Afghanistan,country,LBY,LBY,Libya,country,unbuilt
AFG__LCA,Afghanistan imports from Saint Lucia,goods,AFG,AFG,Afghanistan,country,LCA,LCA,Saint Lucia,country,unbuilt
AFG__LIE,Afghanistan imports from Liechtenstein,goods,AFG,AFG,Afghanistan,country,LIE,LIE,Liechtenstein,country,unbuilt
AFG__LKA,Afghanistan imports from Sri Lanka,goods,AFG,AFG,Afghanistan,country,LKA,LKA,Sri Lanka,country,unbuilt
AFG__LSO,Afghanistan imports from Lesotho,goods,AFG,AFG,Afghanistan,country,LSO,LSO,Lesotho,country,unbuilt
AFG__MAC,Afghanistan imports from Macao,goods,AFG,AFG,Afghanistan,country,MAC,MAC,Macao,country,unbuilt
AFG__MAR,Afghanistan imports from Morocco,goods,AFG,AFG,Afghanistan,country,MAR,MAR,Morocco,country,unbuilt
AFG__MDA,"Afghanistan imports from Moldova, Republic of",goods,AFG,AFG,Afghanistan,country,MDA,MDA,"Moldova, Republic of",country,unbuilt
AFG__MDG,Afghanistan imports from Madagascar,goods,AFG,AFG,Afghanistan,country,MDG,MDG,Madagascar,country,unbuilt
AFG__MDV,Afghanistan imports from Maldives,goods,AFG,AFG,Afghanistan,country,MDV,MDV,Maldives,country,unbuilt
AFG__MEX,Afghanistan imports from Mexico,goods,AFG,AFG,Afghanistan,country,MEX,MEX,Mexico,country,unbuilt
AFG__MKD,Afghanistan imports from North Macedonia,goods,AFG,AFG,Afghanistan,country,MKD,MKD,North Macedonia,country,unbuilt
AFG__MLI,Afghanistan imports from Mali,goods,AFG,AFG,Afghanistan,country,MLI,MLI,Mali,country,unbuilt
AFG__MMR,Afghanistan imports from Myanmar,goods,AFG,AFG,Afghanistan,country,MMR,MMR,Myanmar,country,unbuilt
AFG__MNE,Afghanistan imports from Montenegro,goods,AFG,AFG,Afghanistan,country,MNE,MNE,Montenegro,country,unbuilt
AFG__MNG,Afghanistan imports from Mongolia,goods,AFG,AFG,Afghanistan,country,MNG,MNG,Mongolia,country,unbuilt
AFG__MOZ,Afghanistan imports from Mozambique,goods,AFG,AFG,Afghanistan,country,MOZ,MOZ,Mozambique,country,unbuilt
AFG__MRT,Afghanistan imports from Mauritania,goods,AFG,AFG,Afghanistan,country,MRT,MRT,Mauritania,country,unbuilt
AFG__MTQ,Afghanistan imports from Martinique,goods,AFG,AFG,Afghanistan,country,MTQ,MTQ,Martinique,country,unbuilt
AFG__MUS,Afghanistan imports from Mauritius,goods,AFG,AFG,Afghanistan,country,MUS,MUS,Mauritius,country,unbuilt
AFG__MWI,Afghanistan imports from Malawi,goods,AFG,AFG,Afghanistan,country,MWI,MWI,Malawi,country,unbuilt
AFG__MYS,Afghanistan imports from Malaysia,goods,AFG,AFG,Afghanistan,country,MYS,MYS,Malaysia,country,unbuilt
AFG__NAM,Afghanistan imports from Namibia,goods,AFG,AFG,Afghanistan,country,NAM,NAM,Namibia,country,unbuilt
AFG__NER,Afghanistan imports from Niger,goods,AFG,AFG,Afghanistan,country,NER,NER,Niger,country,unbuilt
AFG__NGA,Afghanistan imports from Nigeria,goods,AFG,AFG,Afghanistan,country,NGA,NGA,Nigeria,country,unbuilt
AFG__NIC,Afghanistan imports from Nicaragua,goods,AFG,AFG,Afghanistan,country,NIC,NIC,Nicaragua,country,unbuilt
AFG__NOR,Afghanistan imports from Norway,goods,AFG,AFG,Afghanistan,country,NOR,NOR,Norway,country,unbuilt
AFG__NPL,Afghanistan imports from Nepal,goods,AFG,AFG,Afghanistan,country,NPL,NPL,Nepal,country,unbuilt
AFG__NZL,Afghanistan imports from New Zealand,goods,AFG,AFG,Afghanistan,country,NZL,NZL,New Zealand,country,unbuilt
AFG__OMN,Afghanistan imports from Oman,goods,AFG,AFG,Afghanistan,country,OMN,OMN,Oman,country,unbuilt
AFG__PAK,Afghanistan imports from Pakistan,goods,AFG,AFG,Afghanistan,country,PAK,PAK,Pakistan,country,unbuilt
AFG__PAN,Afghanistan imports from Panama,goods,AFG,AFG,Afghanistan,country,PAN,PAN,Panama,country,unbuilt
AFG__PER,Afghanistan imports from Peru,goods,AFG,AFG,Afghanistan,country,PER,PER,Peru,country,unbuilt
AFG__PHL,Afghanistan imports from Philippines,goods,AFG,AFG,Afghanistan,country,PHL,PHL,Philippines,country,unbuilt
AFG__PNG,Afghanistan imports from Papua New Guinea,goods,AFG,AFG,Afghanistan,country,PNG,PNG,Papua New Guinea,country,unbuilt
AFG__PRK,"Afghanistan imports from Korea, Democratic People's Republic of",goods,AFG,AFG,Afghanistan,country,PRK,PRK,"Korea, Democratic People's Republic of",country,unbuilt
AFG__PRY,Afghanistan imports from Paraguay,goods,AFG,AFG,Afghanistan,country,PRY,PRY,Paraguay,country,unbuilt
AFG__QAT,Afghanistan imports from Qatar,goods,AFG,AFG,Afghanistan,country,QAT,QAT,Qatar,country,unbuilt
AFG__RUS,Afghanistan imports from Russia,goods,AFG,AFG,Afghanistan,country,RUS,RUS,Russia,country,unbuilt
AFG__RWA,Afghanistan imports from Rwanda,goods,AFG,AFG,Afghanistan,country,RWA,RWA,Rwanda,country,unbuilt
AFG__SAU,Afghanistan imports from Saudi Arabia,goods,AFG,AFG,Afghanistan,country,SAU,SAU,Saudi Arabia,country,unbuilt
AFG__SDN,Afghanistan imports from Sudan,goods,AFG,AFG,Afghanistan,country,SDN,SDN,Sudan,country,unbuilt
AFG__SEN,Afghanistan imports from Senegal,goods,AFG,AFG,Afghanistan,country,SEN,SEN,Senegal,country,unbuilt
AFG__SGP,Afghanistan imports from Singapore,goods,AFG,AFG,Afghanistan,country,SGP,SGP,Singapore,country,unbuilt
AFG__SLB,Afghanistan imports from Solomon Islands,goods,AFG,AFG,Afghanistan,country,SLB,SLB,Solomon Islands,country,unbuilt
AFG__SLE,Afghanistan imports from Sierra Leone,goods,AFG,AFG,Afghanistan,country,SLE,SLE,Sierra Leone,country,unbuilt
AFG__SLV,Afghanistan imports from El Salvador,goods,AFG,AFG,Afghanistan,country,SLV,SLV,El Salvador,country,unbuilt
AFG__SOM,Afghanistan imports from Somalia,goods,AFG,AFG,Afghanistan,country,SOM,SOM,Somalia,country,unbuilt
AFG__SRB,Afghanistan imports from Serbia,goods,AFG,AFG,Afghanistan,country,SRB,SRB,Serbia,country,unbuilt
AFG__SSD,Afghanistan imports from South Sudan,goods,AFG,AFG,Afghanistan,country,SSD,SSD,South Sudan,country,unbuilt
AFG__STP,Afghanistan imports from Sao Tome and Principe,goods,AFG,AFG,Afghanistan,country,STP,STP,Sao Tome and Principe,country,unbuilt
AFG__SUR,Afghanistan imports from Suriname,goods,AFG,AFG,Afghanistan,country,SUR,SUR,Suriname,country,unbuilt
AFG__SWZ,Afghanistan imports from Eswatini,goods,AFG,AFG,Afghanistan,country,SWZ,SWZ,Eswatini,country,unbuilt
AFG__SYC,Afghanistan imports from Seychelles,goods,AFG,AFG,Afghanistan,country,SYC,SYC,Seychelles,country,unbuilt
AFG__SYR,Afghanistan imports from Syrian Arab Republic,goods,AFG,AFG,Afghanistan,country,SYR,SYR,Syrian Arab Republic,country,unbuilt
AFG__TCD,Afghanistan imports from Chad,goods,AFG,AFG,Afghanistan,country,TCD,TCD,Chad,country,unbuilt
AFG__TGO,Afghanistan imports from Togo,goods,AFG,AFG,Afghanistan,country,TGO,TGO,Togo,country,unbuilt
AFG__THA,Afghanistan imports from Thailand,goods,AFG,AFG,Afghanistan,country,THA,THA,Thailand,country,unbuilt
AFG__TJK,Afghanistan imports from Tajikistan,goods,AFG,AFG,Afghanistan,country,TJK,TJK,Tajikistan,country,unbuilt
AFG__TKM,Afghanistan imports from Turkmenistan,goods,AFG,AFG,Afghanistan,country,TKM,TKM,Turkmenistan,country,unbuilt
AFG__TLS,Afghanistan imports from Timor-Leste,goods,AFG,AFG,Afghanistan,country,TLS,TLS,Timor-Leste,country,unbuilt
AFG__TON,Afghanistan imports from Tonga,goods,AFG,AFG,Afghanistan,country,TON,TON,Tonga,country,unbuilt
AFG__TTO,Afghanistan imports from Trinidad and Tobago,goods,AFG,AFG,Afghanistan,country,TTO,TTO,Trinidad and Tobago,country,unbuilt
AFG__TUN,Afghanistan imports from Tunisia,goods,AFG,AFG,Afghanistan,country,TUN,TUN,Tunisia,country,unbuilt
AFG__TUR,Afghanistan imports from Turkey,goods,AFG,AFG,Afghanistan,country,TUR,TUR,Turkey,country,unbuilt
AFG__TZA,"Afghanistan imports from Tanzania, United Republic of",goods,AFG,AFG,Afghanistan,country,TZA,TZA,"Tanzania, United Republic of",country,unbuilt
AFG__UGA,Afghanistan imports from Uganda,goods,AFG,AFG,Afghanistan,country,UGA,UGA,Uganda,country,unbuilt
AFG__UKR,Afghanistan imports from Ukraine,goods,AFG,AFG,Afghanistan,country,UKR,UKR,Ukraine,country,unbuilt
AFG__UMI,Afghanistan imports from United States Minor Outlying Islands,goods,AFG,AFG,Afghanistan,country,UMI,UMI,United States Minor Outlying Islands,country,unbuilt
AFG__URY,Afghanistan imports from Uruguay,goods,AFG,AFG,Afghanistan,country,URY,URY,Uruguay,country,unbuilt
AFG__USA,Afghanistan imports from United States,goods,AFG,AFG,Afghanistan,country,USA,USA,United States,country,unbuilt
AFG__UZB,Afghanistan imports from Uzbekistan,goods,AFG,AFG,Afghanistan,country,UZB,UZB,Uzbekistan,country,unbuilt
AFG__VAT,Afghanistan imports from Holy See (Vatican City State),goods,AFG,AFG,Afghanistan,country,VAT,VAT,Holy See (Vatican City State),country,unbuilt
AFG__VCT,Afghanistan imports from Saint Vincent and the Grenadines,goods,AFG,AFG,Afghanistan,country,VCT,VCT,Saint Vincent and the Grenadines,country,unbuilt
AFG__VEN,"Afghanistan imports from Venezuela, Bolivarian Republic of",goods,AFG,AFG,Afghanistan,country,VEN,VEN,"Venezuela, Bolivarian Republic of",country,unbuilt
AFG__VNM,Afghanistan imports from Viet Nam,goods,AFG,AFG,Afghanistan,country,VNM,VNM,Viet Nam,country,unbuilt
AFG__VUT,Afghanistan imports from Vanuatu,goods,AFG,AFG,Afghanistan,country,VUT,VUT,Vanuatu,country,unbuilt
AFG__WSM,Afghanistan imports from Samoa,goods,AFG,AFG,Afghanistan,country,WSM,WSM,Samoa,country,unbuilt
AFG__YEM,Afghanistan imports from Yemen,goods,AFG,AFG,Afghanistan,country,YEM,YEM,Yemen,country,unbuilt
AFG__ZAF,Afghanistan imports from South Africa,goods,AFG,AFG,Afghanistan,country,ZAF,ZAF,South Africa,country,unbuilt
AFG__ZMB,Afghanistan imports from Zambia,goods,AFG,AFG,Afghanistan,country,ZMB,ZMB,Zambia,country,unbuilt
AFG__ZWE,Afghanistan imports from Zimbabwe,goods,AFG,AFG,Afghanistan,country,ZWE,ZWE,Zimbabwe,country,unbuilt
AGO__AFG,Angola imports from Afghanistan,goods,AGO,AGO,Angola,country,AFG,AFG,Afghanistan,country,unbuilt
AGO__ALB,Angola imports from Albania,goods,AGO,AGO,Angola,country,ALB,ALB,Albania,country,unbuilt
AGO__AND,Angola imports from Andorra,goods,AGO,AGO,Angola,country,AND,AND,Andorra,country,unbuilt
AGO__ARE,Angola imports from United Arab Emirates,goods,AGO,AGO,Angola,country,ARE,ARE,United Arab Emirates,country,unbuilt
AGO__ARG,Angola imports from Argentina,goods,AGO,AGO,Angola,country,ARG,ARG,Argentina,country,unbuilt
AGO__ARM,Angola imports from Armenia,goods,AGO,AGO,Angola,country,ARM,ARM,Armenia,country,unbuilt
AGO__ATG,Angola imports from Antigua and Barbuda,goods,AGO,AGO,Angola,country,ATG,ATG,Antigua and Barbuda,country,unbuilt
AGO__AUS,Angola imports from Australia,goods,AGO,AGO,Angola,country,AUS,AUS,Australia,country,unbuilt
AGO__AZE,Angola imports from Azerbaijan,goods,AGO,AGO,Angola,country,AZE,AZE,Azerbaijan,country,unbuilt
AGO__BDI,Angola imports from Burundi,goods,AGO,AGO,Angola,country,BDI,BDI,Burundi,country,unbuilt
AGO__BEN,Angola imports from Benin,goods,AGO,AGO,Angola,country,BEN,BEN,Benin,country,unbuilt
AGO__BFA,Angola imports from Burkina Faso,goods,AGO,AGO,Angola,country,BFA,BFA,Burkina Faso,country,unbuilt
AGO__BGD,Angola imports from Bangladesh,goods,AGO,AGO,Angola,country,BGD,BGD,Bangladesh,country,unbuilt
AGO__BHR,Angola imports from Bahrain,goods,AGO,AGO,Angola,country,BHR,BHR,Bahrain,country,unbuilt
AGO__BHS,Angola imports from Bahamas,goods,AGO,AGO,Angola,country,BHS,BHS,Bahamas,country,unbuilt
AGO__BIH,Angola imports from Bosnia and Herzegovina,goods,AGO,AGO,Angola,country,BIH,BIH,Bosnia and Herzegovina,country,unbuilt
AGO__BLR,Angola imports from Belarus,goods,AGO,AGO,Angola,country,BLR,BLR,Belarus,country,unbuilt
AGO__BLZ,Angola imports from Belize,goods,AGO,AGO,Angola,country,BLZ,BLZ,Belize,country,unbuilt
AGO__BMU,Angola imports from Bermuda,goods,AGO,AGO,Angola,country,BMU,BMU,Bermuda,country,unbuilt
AGO__BOL,"Angola imports from Bolivia, Plurinational State of",goods,AGO,AGO,Angola,country,BOL,BOL,"Bolivia, Plurinational State of",country,unbuilt
AGO__BRA,Angola imports from Brazil,goods,AGO,AGO,Angola,country,BRA,BRA,Brazil,country,unbuilt
AGO__BRB,Angola imports from Barbados,goods,AGO,AGO,Angola,country,BRB,BRB,Barbados,country,unbuilt
AGO__BRN,Angola imports from Brunei Darussalam,goods,AGO,AGO,Angola,country,BRN,BRN,Brunei Darussalam,country,unbuilt
AGO__BTN,Angola imports from Bhutan,goods,AGO,AGO,Angola,country,BTN,BTN,Bhutan,country,unbuilt
AGO__BWA,Angola imports from Botswana,goods,AGO,AGO,Angola,country,BWA,BWA,Botswana,country,unbuilt
AGO__CAF,Angola imports from Central African Republic,goods,AGO,AGO,Angola,country,CAF,CAF,Central African Republic,country,unbuilt
AGO__CAN,Angola imports from Canada,goods,AGO,AGO,Angola,country,CAN,CAN,Canada,country,unbuilt
AGO__CHE,Angola imports from Switzerland,goods,AGO,AGO,Angola,country,CHE,CHE,Switzerland,country,unbuilt
AGO__CHL,Angola imports from Chile,goods,AGO,AGO,Angola,country,CHL,CHL,Chile,country,unbuilt
AGO__CHN,Angola imports from China,goods,AGO,AGO,Angola,country,CHN,CHN,China,country,unbuilt
AGO__CIV,Angola imports from Côte d'Ivoire,goods,AGO,AGO,Angola,country,CIV,CIV,Côte d'Ivoire,country,unbuilt
AGO__CMR,Angola imports from Cameroon,goods,AGO,AGO,Angola,country,CMR,CMR,Cameroon,country,unbuilt
AGO__COD,"Angola imports from Congo, The Democratic Republic of the",goods,AGO,AGO,Angola,country,COD,COD,"Congo, The Democratic Republic of the",country,unbuilt
AGO__COG,Angola imports from Congo,goods,AGO,AGO,Angola,country,COG,COG,Congo,country,unbuilt
AGO__COL,Angola imports from Colombia,goods,AGO,AGO,Angola,country,COL,COL,Colombia,country,unbuilt
AGO__COM,Angola imports from Comoros,goods,AGO,AGO,Angola,country,COM,COM,Comoros,country,unbuilt
AGO__CPV,Angola imports from Cabo Verde,goods,AGO,AGO,Angola,country,CPV,CPV,Cabo Verde,country,unbuilt
AGO__CRI,Angola imports from Costa Rica,goods,AGO,AGO,Angola,country,CRI,CRI,Costa Rica,country,unbuilt
AGO__CUB,Angola imports from Cuba,goods,AGO,AGO,Angola,country,CUB,CUB,Cuba,country,unbuilt
AGO__CUW,Angola imports from Curaçao,goods,AGO,AGO,Angola,country,CUW,CUW,Curaçao,country,unbuilt
AGO__DJI,Angola imports from Djibouti,goods,AGO,AGO,Angola,country,DJI,DJI,Djibouti,country,unbuilt
AGO__DMA,Angola imports from Dominica,goods,AGO,AGO,Angola,country,DMA,DMA,Dominica,country,unbuilt
AGO__DOM,Angola imports from Dominican Republic,goods,AGO,AGO,Angola,country,DOM,DOM,Dominican Republic,country,unbuilt
AGO__DZA,Angola imports from Algeria,goods,AGO,AGO,Angola,country,DZA,DZA,Algeria,country,unbuilt
AGO__ECU,Angola imports from Ecuador,goods,AGO,AGO,Angola,country,ECU,ECU,Ecuador,country,unbuilt
AGO__EGY,Angola imports from Egypt,goods,AGO,AGO,Angola,country,EGY,EGY,Egypt,country,unbuilt
AGO__ERI,Angola imports from Eritrea,goods,AGO,AGO,Angola,country,ERI,ERI,Eritrea,country,unbuilt
AGO__ETH,Angola imports from Ethiopia,goods,AGO,AGO,Angola,country,ETH,ETH,Ethiopia,country,unbuilt
AGO__EU,Angola imports from European Union,goods,AGO,AGO,Angola,country,EU,EUU,European Union,customs_union,unbuilt
