pair_id,pair_label,pair_scope,reporter_id,reporter_iso3,reporter_name,reporter_type,partner_id,partner_iso3,partner_name,partner_type,score_status
IRQ__MNG,Iraq imports from Mongolia,goods,IRQ,IRQ,Iraq,country,MNG,MNG,Mongolia,country,unbuilt
IRQ__MOZ,Iraq imports from Mozambique,goods,IRQ,IRQ,Iraq,country,MOZ,MOZ,Mozambique,country,unbuilt
IRQ__MRT,Iraq imports from Mauritania,goods,IRQ,IRQ,Iraq,country,MRT,MRT,Mauritania,country,unbuilt
IRQ__MTQ,Iraq imports from Martinique,goods,IRQ,IRQ,Iraq,country,MTQ,MTQ,Martinique,country,unbuilt
IRQ__MUS,Iraq imports from Mauritius,goods,IRQ,IRQ,Iraq,country,MUS,MUS,Mauritius,country,unbuilt
IRQ__MWI,Iraq imports from Malawi,goods,IRQ,IRQ,Iraq,country,MWI,MWI,Malawi,country,unbuilt
IRQ__MYS,Iraq imports from Malaysia,goods,IRQ,IRQ,Iraq,country,MYS,MYS,Malaysia,country,unbuilt
IRQ__NAM,Iraq imports from Namibia,goods,IRQ,IRQ,Iraq,country,NAM,NAM,Namibia,country,unbuilt
IRQ__NER,Iraq imports from Niger,goods,IRQ,IRQ,Iraq,country,NER,NER,Niger,country,unbuilt
IRQ__NGA,Iraq imports from Nigeria,goods,IRQ,IRQ,Iraq,country,NGA,NGA,Nigeria,country,unbuilt
IRQ__NIC,Iraq imports from Nicaragua,goods,IRQ,IRQ,Iraq,country,NIC,NIC,Nicaragua,country,unbuilt
IRQ__NOR,Iraq imports from Norway,goods,IRQ,IRQ,Iraq,country,NOR,NOR,Norway,country,unbuilt
IRQ__NPL,Iraq imports from Nepal,goods,IRQ,IRQ,Iraq,country,NPL,NPL,Nepal,country,unbuilt
IRQ__NZL,Iraq imports from New Zealand,goods,IRQ,IRQ,Iraq,country,NZL,NZL,New Zealand,country,unbuilt
IRQ__OMN,Iraq imports from Oman,goods,IRQ,IRQ,Iraq,country,OMN,OMN,Oman,country,unbuilt
IRQ__PAK,Iraq imports from Pakistan,goods,IRQ,IRQ,Iraq,country,PAK,PAK,Pakistan,country,unbuilt
IRQ__PAN,Iraq imports from Panama,goods,IRQ,IRQ,Iraq,country,PAN,PAN,Panama,country,unbuilt
IRQ__PER,Iraq imports from Peru,goods,IRQ,IRQ,Iraq,country,PER,PER,Peru,country,unbuilt
IRQ__PHL,Iraq imports from Philippines,goods,IRQ,IRQ,Iraq,country,PHL,PHL,Philippines,country,unbuilt
IRQ__PNG,Iraq imports from Papua New Guinea,goods,IRQ,IRQ,Iraq,country,PNG,PNG,Papua New Guinea,country,unbuilt
IRQ__PRK,"Iraq imports from Korea, Democratic People's Republic of",goods,IRQ,IRQ,Iraq,country,PRK,PRK,"Korea, Democratic People's Republic of",country,unbuilt
IRQ__PRY,Iraq imports from Paraguay,goods,IRQ,IRQ,Iraq,country,PRY,PRY,Paraguay,country,unbuilt
IRQ__QAT,Iraq imports from Qatar,goods,IRQ,IRQ,Iraq,country,QAT,QAT,Qatar,country,unbuilt
IRQ__RUS,Iraq imports from Russia,goods,IRQ,IRQ,Iraq,country,RUS,RUS,Russia,country,unbuilt
IRQ__RWA,Iraq imports from Rwanda,goods,IRQ,IRQ,Iraq,country,RWA,RWA,Rwanda,country,unbuilt
IRQ__SAU,Iraq imports from Saudi Arabia,goods,IRQ,IRQ,Iraq,country,SAU,SAU,Saudi Arabia,country,unbuilt
IRQ__SDN,Iraq imports from Sudan,goods,IRQ,IRQ,Iraq,country,SDN,SDN,Sudan,country,unbuilt
IRQ__SEN,Iraq imports from Senegal,goods,IRQ,IRQ,Iraq,country,SEN,SEN,Senegal,country,unbuilt
IRQ__SGP,Iraq imports from Singapore,goods,IRQ,IRQ,Iraq,country,SGP,SGP,Singapore,country,unbuilt
IRQ__SLB,Iraq imports from Solomon Islands,goods,IRQ,IRQ,Iraq,country,SLB,SLB,Solomon Islands,country,unbuilt
IRQ__SLE,Iraq imports from Sierra Leone,goods,IRQ,IRQ,Iraq,country,SLE,SLE,Sierra Leone,country,unbuilt
IRQ__SLV,Iraq imports from El Salvador,goods,IRQ,IRQ,Iraq,country,SLV,SLV,El Salvador,country,unbuilt
IRQ__SOM,Iraq imports from Somalia,goods,IRQ,IRQ,Iraq,country,SOM,SOM,Somalia,country,unbuilt
IRQ__SRB,Iraq imports from Serbia,goods,IRQ,IRQ,Iraq,country,SRB,SRB,Serbia,country,unbuilt
IRQ__SSD,Iraq imports from South Sudan,goods,IRQ,IRQ,Iraq,country,SSD,SSD,South Sudan,country,unbuilt
IRQ__STP,Iraq imports from Sao Tome and Principe,goods,IRQ,IRQ,Iraq,country,STP,STP,Sao Tome and Principe,country,unbuilt
IRQ__SUR,Iraq imports from Suriname,goods,IRQ,IRQ,Iraq,country,SUR,SUR,Suriname,country,unbuilt
IRQ__SWZ,Iraq imports from Eswatini,goods,IRQ,IRQ,Iraq,country,SWZ,SWZ,Eswatini,country,unbuilt
IRQ__SYC,Iraq imports from Seychelles,goods,IRQ,IRQ,Iraq,country,SYC,SYC,Seychelles,country,unbuilt
IRQ__SYR,Iraq imports from Syrian Arab Republic,goods,IRQ,IRQ,Iraq,country,SYR,SYR,Syrian Arab Republic,country,unbuilt
IRQ__TCD,Iraq imports from Chad,goods,IRQ,IRQ,Iraq,country,TCD,TCD,Chad,country,unbuilt
IRQ__TGO,Iraq imports from Togo,goods,IRQ,IRQ,Iraq,country,TGO,TGO,Togo,country,unbuilt
IRQ__THA,Iraq imports from Thailand,goods,IRQ,IRQ,Iraq,country,THA,THA,Thailand,country,unbuilt
IRQ__TJK,Iraq imports from Tajikistan,goods,IRQ,IRQ,Iraq,country,TJK,TJK,Tajikistan,country,unbuilt
IRQ__TKM,Iraq imports from Turkmenistan,goods,IRQ,IRQ,Iraq,country,TKM,TKM,Turkmenistan,country,unbuilt
IRQ__TLS,Iraq imports from Timor-Leste,goods,IRQ,IRQ,Iraq,country,TLS,TLS,Timor-Leste,country,unbuilt
IRQ__TON,Iraq imports from Tonga,goods,IRQ,IRQ,Iraq,country,TON,TON,Tonga,country,unbuilt
IRQ__TTO,Iraq imports from Trinidad and Tobago,goods,IRQ,IRQ,Iraq,country,TTO,TTO,Trinidad and Tobago,country,unbuilt
IRQ__TUN,Iraq imports from Tunisia,goods,IRQ,IRQ,Iraq,country,TUN,TUN,Tunisia,country,unbuilt
IRQ__TUR,Iraq imports from Turkey,goods,IRQ,IRQ,Iraq,country,TUR,TUR,Turkey,country,unbuilt
IRQ__TZA,"Iraq imports from Tanzania, United Republic of",goods,IRQ,IRQ,Iraq,country,TZA,TZA,"Tanzania, United Republic of",country,unbuilt
IRQ__UGA,Iraq imports from Uganda,goods,IRQ,IRQ,Iraq,country,UGA,UGA,Uganda,country,unbuilt
IRQ__UKR,Iraq imports from Ukraine,goods,IRQ,IRQ,Iraq,country,UKR,UKR,Ukraine,country,unbuilt
IRQ__UMI,Iraq imports from United States Minor Outlying Islands,goods,IRQ,IRQ,Iraq,country,UMI,UMI,United States Minor Outlying Islands,country,unbuilt
IRQ__URY,Iraq imports from Uruguay,goods,IRQ,IRQ,Iraq,country,URY,URY,Uruguay,country,unbuilt
IRQ__USA,Iraq imports from United States,goods,IRQ,IRQ,Iraq,country,USA,USA,United States,country,unbuilt
IRQ__UZB,Iraq imports from Uzbekistan,goods,IRQ,IRQ,Iraq,country,UZB,UZB,Uzbekistan,country,unbuilt
IRQ__VAT,Iraq imports from Holy See (Vatican City State),goods,IRQ,IRQ,Iraq,country,VAT,VAT,Holy See (Vatican City State),country,unbuilt
IRQ__VCT,Iraq imports from Saint Vincent and the Grenadines,goods,IRQ,IRQ,Iraq,country,VCT,VCT,Saint Vincent and the Grenadines,country,unbuilt
IRQ__VEN,"Iraq imports from Venezuela, Bolivarian Republic of",goods,IRQ,IRQ,Iraq,country,VEN,VEN,"Venezuela, Bolivarian Republic of",country,unbuilt
IRQ__VNM,Iraq imports from Viet Nam,goods,IRQ,IRQ,Iraq,country,VNM,VNM,Viet Nam,country,unbuilt
IRQ__VUT,Iraq imports from Vanuatu,goods,IRQ,IRQ,Iraq,country,VUT,VUT,Vanuatu,country,unbuilt
IRQ__WSM,Iraq imports from Samoa,goods,IRQ,IRQ,Iraq,country,WSM,WSM,Samoa,country,unbuilt
IRQ__YEM,Iraq imports from Yemen,goods,IRQ,IRQ,Iraq,country,YEM,YEM,Yemen,country,unbuilt
IRQ__ZAF,Iraq imports from South Africa,goods,IRQ,IRQ,Iraq,country,ZAF,ZAF,South Africa,country,unbuilt
IRQ__ZMB,Iraq imports from Zambia,goods,IRQ,IRQ,Iraq,country,ZMB,ZMB,Zambia,country,unbuilt
IRQ__ZWE,Iraq imports from Zimbabwe,goods,IRQ,IRQ,Iraq,country,ZWE,ZWE,Zimbabwe,country,unbuilt
ISL__AFG,Iceland imports from Afghanistan,goods,ISL,ISL,Iceland,country,AFG,AFG,Afghanistan,country,unbuilt
ISL__AGO,Iceland imports from Angola,goods,ISL,ISL,Iceland,country,AGO,AGO,Angola,country,unbuilt
ISL__ALB,Iceland imports from Albania,goods,ISL,ISL,Iceland,country,ALB,ALB,Albania,country,unbuilt
ISL__AND,Iceland imports from Andorra,goods,ISL,ISL,Iceland,country,AND,AND,Andorra,country,unbuilt
ISL__ARE,Iceland imports from United Arab Emirates,goods,ISL,ISL,Iceland,country,ARE,ARE,United Arab Emirates,country,unbuilt
ISL__ARG,Iceland imports from Argentina,goods,ISL,ISL,Iceland,country,ARG,ARG,Argentina,country,unbuilt
ISL__ARM,Iceland imports from Armenia,goods,ISL,ISL,Iceland,country,ARM,ARM,Armenia,country,unbuilt
ISL__ATG,Iceland imports from Antigua and Barbuda,goods,ISL,ISL,Iceland,country,ATG,ATG,Antigua and Barbuda,country,unbuilt
ISL__AUS,Iceland imports from Australia,goods,ISL,ISL,Iceland,country,AUS,AUS,Australia,country,unbuilt
ISL__AZE,Iceland imports from Azerbaijan,goods,ISL,ISL,Iceland,country,AZE,AZE,Azerbaijan,country,unbuilt
ISL__BDI,Iceland imports from Burundi,goods,ISL,ISL,Iceland,country,BDI,BDI,Burundi,country,unbuilt
ISL__BEN,Iceland imports from Benin,goods,ISL,ISL,Iceland,country,BEN,BEN,Benin,country,unbuilt
ISL__BFA,Iceland imports from Burkina Faso,goods,ISL,ISL,Iceland,country,BFA,BFA,Burkina Faso,country,unbuilt
ISL__BGD,Iceland imports from Bangladesh,goods,ISL,ISL,Iceland,country,BGD,BGD,Bangladesh,country,unbuilt
ISL__BHR,Iceland imports from Bahrain,goods,ISL,ISL,Iceland,country,BHR,BHR,Bahrain,country,unbuilt
ISL__BHS,Iceland imports from Bahamas,goods,ISL,ISL,Iceland,country,BHS,BHS,Bahamas,country,unbuilt
ISL__BIH,Iceland imports from Bosnia and Herzegovina,goods,ISL,ISL,Iceland,country,BIH,BIH,Bosnia and Herzegovina,country,unbuilt
ISL__BLR,Iceland imports from Belarus,goods,ISL,ISL,Iceland,country,BLR,BLR,Belarus,country,unbuilt
ISL__BLZ,Iceland imports from Belize,goods,ISL,ISL,Iceland,country,BLZ,BLZ,Belize,country,unbuilt
ISL__BMU,Iceland imports from Bermuda,goods,ISL,ISL,Iceland,country,BMU,BMU,Bermuda,country,unbuilt
ISL__BOL,"Iceland imports from Bolivia, Plurinational State of",goods,ISL,ISL,Iceland,country,BOL,BOL,"Bolivia, Plurinational State of",country,unbuilt
ISL__BRA,Iceland imports from Brazil,goods,ISL,ISL,Iceland,country,BRA,BRA,Brazil,country,unbuilt
ISL__BRB,Iceland imports from Barbados,goods,ISL,ISL,Iceland,country,BRB,BRB,Barbados,country,unbuilt
ISL__BRN,Iceland imports from Brunei Darussalam,goods,ISL,ISL,Iceland,country,BRN,BRN,Brunei Darussalam,country,unbuilt
ISL__BTN,Iceland imports from Bhutan,goods,ISL,ISL,Iceland,country,BTN,BTN,Bhutan,country,unbuilt
ISL__BWA,Iceland imports from Botswana,goods,ISL,ISL,Iceland,country,BWA,BWA,Botswana,country,unbuilt
ISL__CAF,Iceland imports from Central African Republic,goods,ISL,ISL,Iceland,country,CAF,CAF,Central African Republic,country,unbuilt
ISL__CAN,Iceland imports from Canada,goods,ISL,ISL,Iceland,country,CAN,CAN,Canada,country,unbuilt
ISL__CHE,Iceland imports from Switzerland,goods,ISL,ISL,Iceland,country,CHE,CHE,Switzerland,country,unbuilt
ISL__CHL,Iceland imports from Chile,goods,ISL,ISL,Iceland,country,CHL,CHL,Chile,country,unbuilt
ISL__CHN,Iceland imports from China,goods,ISL,ISL,Iceland,country,CHN,CHN,China,country,unbuilt
ISL__CIV,Iceland imports from Côte d'Ivoire,goods,ISL,ISL,Iceland,country,CIV,CIV,Côte d'Ivoire,country,unbuilt
ISL__CMR,Iceland imports from Cameroon,goods,ISL,ISL,Iceland,country,CMR,CMR,Cameroon,country,unbuilt
ISL__COD,"Iceland imports from Congo, The Democratic Republic of the",goods,ISL,ISL,Iceland,country,COD,COD,"Congo, The Democratic Republic of the",country,unbuilt
ISL__COG,Iceland imports from Congo,goods,ISL,ISL,Iceland,country,COG,COG,Congo,country,unbuilt
ISL__COL,Iceland imports from Colombia,goods,ISL,ISL,Iceland,country,COL,COL,Colombia,country,unbuilt
ISL__COM,Iceland imports from Comoros,goods,ISL,ISL,Iceland,country,COM,COM,Comoros,country,unbuilt
ISL__CPV,Iceland imports from Cabo Verde,goods,ISL,ISL,Iceland,country,CPV,CPV,Cabo Verde,country,unbuilt
ISL__CRI,Iceland imports from Costa Rica,goods,ISL,ISL,Iceland,country,CRI,CRI,Costa Rica,country,unbuilt
ISL__CUB,Iceland imports from Cuba,goods,ISL,ISL,Iceland,country,CUB,CUB,Cuba,country,unbuilt
ISL__CUW,Iceland imports from Curaçao,goods,ISL,ISL,Iceland,country,CUW,CUW,Curaçao,country,unbuilt
ISL__DJI,Iceland imports from Djibouti,goods,ISL,ISL,Iceland,country,DJI,DJI,Djibouti,country,unbuilt
ISL__DMA,Iceland imports from Dominica,goods,ISL,ISL,Iceland,country,DMA,DMA,Dominica,country,unbuilt
ISL__DOM,Iceland imports from Dominican Republic,goods,ISL,ISL,Iceland,country,DOM,DOM,Dominican Republic,country,unbuilt
ISL__DZA,Iceland imports from Algeria,goods,ISL,ISL,Iceland,country,DZA,DZA,Algeria,country,unbuilt
ISL__ECU,Iceland imports from Ecuador,goods,ISL,ISL,Iceland,country,ECU,ECU,Ecuador,country,unbuilt
ISL__EGY,Iceland imports from Egypt,goods,ISL,ISL,Iceland,country,EGY,EGY,Egypt,country,unbuilt
ISL__ERI,Iceland imports from Eritrea,goods,ISL,ISL,Iceland,country,ERI,ERI,Eritrea,country,unbuilt
ISL__ETH,Iceland imports from Ethiopia,goods,ISL,ISL,Iceland,country,ETH,ETH,Ethiopia,country,unbuilt
ISL__EU,Iceland imports from European Union,goods,ISL,ISL,Iceland,country,EU,EUU,European Union,customs_union,unbuilt
ISL__FJI,Iceland imports from Fiji,goods,ISL,ISL,Iceland,country,FJI,FJI,Fiji,country,unbuilt
ISL__FSM,"Iceland imports from Micronesia, Federated States of",goods,ISL,ISL,Iceland,country,FSM,FSM,"Micronesia, Federated States of",country,unbuilt
ISL__GAB,Iceland imports from Gabon,goods,ISL,ISL,Iceland,country,GAB,GAB,Gabon,country,unbuilt
ISL__GBR,Iceland imports from United Kingdom,goods,ISL,ISL,Iceland,country,GBR,GBR,United Kingdom,country,unbuilt
ISL__GEO,Iceland imports from Georgia,goods,ISL,ISL,Iceland,country,GEO,GEO,Georgia,country,unbuilt
ISL__GHA,Iceland imports from Ghana,goods,ISL,ISL,Iceland,country,GHA,GHA,Ghana,country,unbuilt
ISL__GIN,Iceland imports from Guinea,goods,ISL,ISL,Iceland,country,GIN,GIN,Guinea,country,unbuilt
ISL__GMB,Iceland imports from Gambia,goods,ISL,ISL,Iceland,country,GMB,GMB,Gambia,country,unbuilt
ISL__GNB,Iceland imports from Guinea-Bissau,goods,ISL,ISL,Iceland,country,GNB,GNB,Guinea-Bissau,country,unbuilt
ISL__GNQ,Iceland imports from Equatorial Guinea,goods,ISL,ISL,Iceland,country,GNQ,GNQ,Equatorial Guinea,country,unbuilt
ISL__GRD,Iceland imports from Grenada,goods,ISL,ISL,Iceland,country,GRD,GRD,Grenada,country,unbuilt
ISL__GTM,Iceland imports from Guatemala,goods,ISL,ISL,Iceland,country,GTM,GTM,Guatemala,country,unbuilt
ISL__GUY,Iceland imports from Guyana,goods,ISL,ISL,Iceland,country,GUY,GUY,Guyana,country,unbuilt
ISL__HKG,Iceland imports from Hong Kong,goods,ISL,ISL,Iceland,country,HKG,HKG,Hong Kong,country,unbuilt
ISL__HND,Iceland imports from Honduras,goods,ISL,ISL,Iceland,country,HND,HND,Honduras,country,unbuilt
ISL__HTI,Iceland imports from Haiti,goods,ISL,ISL,Iceland,country,HTI,HTI,Haiti,country,unbuilt
ISL__IDN,Iceland imports from Indonesia,goods,ISL,ISL,Iceland,country,IDN,IDN,Indonesia,country,unbuilt
ISL__IND,Iceland imports from India,goods,ISL,ISL,Iceland,country,IND,IND,India,country,unbuilt
ISL__IRN,"Iceland imports from Iran, Islamic Republic of",goods,ISL,ISL,Iceland,country,IRN,IRN,"Iran, Islamic Republic of",country,unbuilt
ISL__IRQ,Iceland imports from Iraq,goods,ISL,ISL,Iceland,country,IRQ,IRQ,Iraq,country,unbuilt
ISL__ISR,Iceland imports from Israel,goods,ISL,ISL,Iceland,country,ISR,ISR,Israel,country,unbuilt
ISL__JAM,Iceland imports from Jamaica,goods,ISL,ISL,Iceland,country,JAM,JAM,Jamaica,country,unbuilt
ISL__JOR,Iceland imports from Jordan,goods,ISL,ISL,Iceland,country,JOR,JOR,Jordan,country,unbuilt
ISL__JPN,Iceland imports from Japan,goods,ISL,ISL,Iceland,country,JPN,JPN,Japan,country,unbuilt
ISL__KAZ,Iceland imports from Kazakhstan,goods,ISL,ISL,Iceland,country,KAZ,KAZ,Kazakhstan,country,unbuilt
ISL__KEN,Iceland imports from Kenya,goods,ISL,ISL,Iceland,country,KEN,KEN,Kenya,country,unbuilt
ISL__KGZ,Iceland imports from Kyrgyzstan,goods,ISL,ISL,Iceland,country,KGZ,KGZ,Kyrgyzstan,country,unbuilt
ISL__KHM,Iceland imports from Cambodia,goods,ISL,ISL,Iceland,country,KHM,KHM,Cambodia,country,unbuilt
ISL__KNA,Iceland imports from Saint Kitts and Nevis,goods,ISL,ISL,Iceland,country,KNA,KNA,Saint Kitts and Nevis,country,unbuilt
ISL__KOR,Iceland imports from South Korea,goods,ISL,ISL,Iceland,country,KOR,KOR,South Korea,country,unbuilt
ISL__KWT,Iceland imports from Kuwait,goods,ISL,ISL,Iceland,country,KWT,KWT,Kuwait,country,unbuilt
ISL__LAO,Iceland imports from Lao People's Democratic Republic,goods,ISL,ISL,Iceland,country,LAO,LAO,Lao People's Democratic Republic,country,unbuilt
ISL__LBN,Iceland imports from Lebanon,goods,ISL,ISL,Iceland,country,LBN,LBN,Lebanon,country,unbuilt
ISL__LBR,Iceland imports from Liberia,goods,ISL,ISL,Iceland,country,LBR,LBR,Liberia,country,unbuilt
ISL__LBY,Iceland imports from Libya,goods,ISL,ISL,Iceland,country,LBY,LBY,Libya,country,unbuilt
ISL__LCA,Iceland imports from Saint Lucia,goods,ISL,ISL,Iceland,country,LCA,LCA,Saint Lucia,country,unbuilt
ISL__LIE,Iceland imports from Liechtenstein,goods,ISL,ISL,Iceland,country,LIE,LIE,Liechtenstein,country,unbuilt
ISL__LKA,Iceland imports from Sri Lanka,goods,ISL,ISL,Iceland,country,LKA,LKA,Sri Lanka,country,unbuilt
ISL__LSO,Iceland imports from Lesotho,goods,ISL,ISL,Iceland,country,LSO,LSO,Lesotho,country,unbuilt
ISL__MAC,Iceland imports from Macao,goods,ISL,ISL,Iceland,country,MAC,MAC,Macao,country,unbuilt
ISL__MAR,Iceland imports from Morocco,goods,ISL,ISL,Iceland,country,MAR,MAR,Morocco,country,unbuilt
ISL__MDA,"Iceland imports from Moldova, Republic of",goods,ISL,ISL,Iceland,country,MDA,MDA,"Moldova, Republic of",country,unbuilt
ISL__MDG,Iceland imports from Madagascar,goods,ISL,ISL,Iceland,country,MDG,MDG,Madagascar,country,unbuilt
ISL__MDV,Iceland imports from Maldives,goods,ISL,ISL,Iceland,country,MDV,MDV,Maldives,country,unbuilt
ISL__MEX,Iceland imports from Mexico,goods,ISL,ISL,Iceland,country,MEX,MEX,Mexico,country,unbuilt
ISL__MKD,Iceland imports from North Macedonia,goods,ISL,ISL,Iceland,country,MKD,MKD,North Macedonia,country,unbuilt
ISL__MLI,Iceland imports from Mali,goods,ISL,ISL,Iceland,country,MLI,MLI,Mali,country,unbuilt
ISL__MMR,Iceland imports from Myanmar,goods,ISL,ISL,Iceland,country,MMR,MMR,Myanmar,country,unbuilt
ISL__MNE,Iceland imports from Montenegro,goods,ISL,ISL,Iceland,country,MNE,MNE,Montenegro,country,unbuilt
ISL__MNG,Iceland imports from Mongolia,goods,ISL,ISL,Iceland,country,MNG,MNG,Mongolia,country,unbuilt
ISL__MOZ,Iceland imports from Mozambique,goods,ISL,ISL,Iceland,country,MOZ,MOZ,Mozambique,country,unbuilt
ISL__MRT,Iceland imports from Mauritania,goods,ISL,ISL,Iceland,country,MRT,MRT,Mauritania,country,unbuilt
ISL__MTQ,Iceland imports from Martinique,goods,ISL,ISL,Iceland,country,MTQ,MTQ,Martinique,country,unbuilt
ISL__MUS,Iceland imports from Mauritius,goods,ISL,ISL,Iceland,country,MUS,MUS,Mauritius,country,unbuilt
ISL__MWI,Iceland imports from Malawi,goods,ISL,ISL,Iceland,country,MWI,MWI,Malawi,country,unbuilt
ISL__MYS,Iceland imports from Malaysia,goods,ISL,ISL,Iceland,country,MYS,MYS,Malaysia,country,unbuilt
ISL__NAM,Iceland imports from Namibia,goods,ISL,ISL,Iceland,country,NAM,NAM,Namibia,country,unbuilt
ISL__NER,Iceland imports from Niger,goods,ISL,ISL,Iceland,country,NER,NER,Niger,country,unbuilt
ISL__NGA,Iceland imports from Nigeria,goods,ISL,ISL,Iceland,country,NGA,NGA,Nigeria,country,unbuilt
ISL__NIC,Iceland imports from Nicaragua,goods,ISL,ISL,Iceland,country,NIC,NIC,Nicaragua,country,unbuilt
ISL__NOR,Iceland imports from Norway,goods,ISL,ISL,Iceland,country,NOR,NOR,Norway,country,unbuilt
ISL__NPL,Iceland imports from Nepal,goods,ISL,ISL,Iceland,country,NPL,NPL,Nepal,country,unbuilt
ISL__NZL,Iceland imports from New Zealand,goods,ISL,ISL,Iceland,country,NZL,NZL,New Zealand,country,unbuilt
ISL__OMN,Iceland imports from Oman,goods,ISL,ISL,Iceland,country,OMN,OMN,Oman,country,unbuilt
ISL__PAK,Iceland imports from Pakistan,goods,ISL,ISL,Iceland,country,PAK,PAK,Pakistan,country,unbuilt
ISL__PAN,Iceland imports from Panama,goods,ISL,ISL,Iceland,country,PAN,PAN,Panama,country,unbuilt
ISL__PER,Iceland imports from Peru,goods,ISL,ISL,Iceland,country,PER,PER,Peru,country,unbuilt
ISL__PHL,Iceland imports from Philippines,goods,ISL,ISL,Iceland,country,PHL,PHL,Philippines,country,unbuilt
ISL__PNG,Iceland imports from Papua New Guinea,goods,ISL,ISL,Iceland,country,PNG,PNG,Papua New Guinea,country,unbuilt
ISL__PRK,"Iceland imports from Korea, Democratic People's Republic of",goods,ISL,ISL,Iceland,country,PRK,PRK,"Korea, Democratic People's Republic of",country,unbuilt
ISL__PRY,Iceland imports from Paraguay,goods,ISL,ISL,Iceland,country,PRY,PRY,Paraguay,country,unbuilt
ISL__QAT,Iceland imports from Qatar,goods,ISL,ISL,Iceland,country,QAT,QAT,Qatar,country,unbuilt
ISL__RUS,Iceland imports from Russia,goods,ISL,ISL,Iceland,country,RUS,RUS,Russia,country,unbuilt
ISL__RWA,Iceland imports from Rwanda,goods,ISL,ISL,Iceland,country,RWA,RWA,Rwanda,country,unbuilt
ISL__SAU,Iceland imports from Saudi Arabia,goods,ISL,ISL,Iceland,country,SAU,SAU,Saudi Arabia,country,unbuilt
ISL__SDN,Iceland imports from Sudan,goods,ISL,ISL,Iceland,country,SDN,SDN,Sudan,country,unbuilt
ISL__SEN,Iceland imports from Senegal,goods,ISL,ISL,Iceland,country,SEN,SEN,Senegal,country,unbuilt
ISL__SGP,Iceland imports from Singapore,goods,ISL,ISL,Iceland,country,SGP,SGP,Singapore,country,unbuilt
ISL__SLB,Iceland imports from Solomon Islands,goods,ISL,ISL,Iceland,country,SLB,SLB,Solomon Islands,country,unbuilt
ISL__SLE,Iceland imports from Sierra Leone,goods,ISL,ISL,Iceland,country,SLE,SLE,Sierra Leone,country,unbuilt
ISL__SLV,Iceland imports from El Salvador,goods,ISL,ISL,Iceland,country,SLV,SLV,El Salvador,country,unbuilt
ISL__SOM,Iceland imports from Somalia,goods,ISL,ISL,Iceland,country,SOM,SOM,Somalia,country,unbuilt
ISL__SRB,Iceland imports from Serbia,goods,ISL,ISL,Iceland,country,SRB,SRB,Serbia,country,unbuilt
ISL__SSD,Iceland imports from South Sudan,goods,ISL,ISL,Iceland,country,SSD,SSD,South Sudan,country,unbuilt
ISL__STP,Iceland imports from Sao Tome and Principe,goods,ISL,ISL,Iceland,country,STP,STP,Sao Tome and Principe,country,unbuilt
ISL__SUR,Iceland imports from Suriname,goods,ISL,ISL,Iceland,country,SUR,SUR,Suriname,country,unbuilt
ISL__SWZ,Iceland imports from Eswatini,goods,ISL,ISL,Iceland,country,SWZ,SWZ,Eswatini,country,unbuilt
ISL__SYC,Iceland imports from Seychelles,goods,ISL,ISL,Iceland,country,SYC,SYC,Seychelles,country,unbuilt
ISL__SYR,Iceland imports from Syrian Arab Republic,goods,ISL,ISL,Iceland,country,SYR,SYR,Syrian Arab Republic,country,unbuilt
ISL__TCD,Iceland imports from Chad,goods,ISL,ISL,Iceland,country,TCD,TCD,Chad,country,unbuilt
ISL__TGO,Iceland imports from Togo,goods,ISL,ISL,Iceland,country,TGO,TGO,Togo,country,unbuilt
ISL__THA,Iceland imports from Thailand,goods,ISL,ISL,Iceland,country,THA,THA,Thailand,country,unbuilt
ISL__TJK,Iceland imports from Tajikistan,goods,ISL,ISL,Iceland,country,TJK,TJK,Tajikistan,country,unbuilt
ISL__TKM,Iceland imports from Turkmenistan,goods,ISL,ISL,Iceland,country,TKM,TKM,Turkmenistan,country,unbuilt
ISL__TLS,Iceland imports from Timor-Leste,goods,ISL,ISL,Iceland,country,TLS,TLS,Timor-Leste,country,unbuilt
ISL__TON,Iceland imports from Tonga,goods,ISL,ISL,Iceland,country,TON,TON,Tonga,country,unbuilt
ISL__TTO,Iceland imports from Trinidad and Tobago,goods,ISL,ISL,Iceland,country,TTO,TTO,Trinidad and Tobago,country,unbuilt
ISL__TUN,Iceland imports from Tunisia,goods,ISL,ISL,Iceland,country,TUN,TUN,Tunisia,country,unbuilt
ISL__TUR,Iceland imports from Turkey,goods,ISL,ISL,Iceland,country,TUR,TUR,Turkey,country,unbuilt
ISL__TZA,"Iceland imports from Tanzania, United Republic of",goods,ISL,ISL,Iceland,country,TZA,TZA,"Tanzania, United Republic of",country,unbuilt
ISL__UGA,Iceland imports from Uganda,goods,ISL,ISL,Iceland,country,UGA,UGA,Uganda,country,unbuilt
ISL__UKR,Iceland imports from Ukraine,goods,ISL,ISL,Iceland,country,UKR,UKR,Ukraine,country,unbuilt
ISL__UMI,Iceland imports from United States Minor Outlying Islands,goods,ISL,ISL,Iceland,country,UMI,UMI,United States Minor Outlying Islands,country,unbuilt
ISL__URY,Iceland imports from Uruguay,goods,ISL,ISL,Iceland,country,URY,URY,Uruguay,country,unbuilt
